page_no	chars	conf	script	modality	engine	needs_escalation	text_file
34	30	0.450	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0034.txt
35	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0035.txt
36	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0036.txt
37	26	0.269	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0037.txt
38	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0038.txt
39	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0039.txt
40	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0040.txt
41	98	0.607	mixed	print_degraded	tesseract	no	ocr_tesseract/0041.txt
42	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0042.txt
43	7	0.930	hebrew	print_degraded	tesseract	no	ocr_tesseract/0043.txt
44	113	0.507	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0044.txt
45	302	0.472	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0045.txt
46	212	0.657	mixed	print_degraded	tesseract	no	ocr_tesseract/0046.txt
47	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0047.txt
48	6	0.348	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0048.txt
49	192	0.492	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0049.txt
50	13	0.346	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0050.txt
51	20	0.787	hebrew	print_degraded	tesseract	no	ocr_tesseract/0051.txt
52	348	0.801	hebrew	print	tesseract	no	ocr_tesseract/0052.txt
53	34	0.600	mixed	print_degraded	tesseract	no	ocr_tesseract/0053.txt
54	35	0.786	mixed	print_degraded	tesseract	no	ocr_tesseract/0054.txt
55	35	0.904	hebrew	print_degraded	tesseract	no	ocr_tesseract/0055.txt
56	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0056.txt
57	316	0.477	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0057.txt
58	111	0.448	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0058.txt
59	34	0.476	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0059.txt
60	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0060.txt
61	51	0.523	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0061.txt
62	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0062.txt
63	41	0.517	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0063.txt
64	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0064.txt
65	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0065.txt
66	30	0.632	mixed	print_degraded	tesseract	no	ocr_tesseract/0066.txt
67	182	0.881	mixed	print	tesseract	no	ocr_tesseract/0067.txt
68	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0068.txt
69	86	0.467	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0069.txt
70	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0070.txt
71	60	0.710	mixed	print_degraded	tesseract	no	ocr_tesseract/0071.txt
72	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0072.txt
73	41	0.923	hebrew	print_degraded	tesseract	no	ocr_tesseract/0073.txt
74	40	0.923	hebrew	print_degraded	tesseract	no	ocr_tesseract/0074.txt
75	24	0.577	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0075.txt
76	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0076.txt
77	7	0.556	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0077.txt
78	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0078.txt
79	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0079.txt
80	1715	0.912	latin	print	tesseract	no	ocr_tesseract/0080.txt
81	410	0.930	latin	print	tesseract	no	ocr_tesseract/0081.txt
82	2197	0.931	latin	print	tesseract	no	ocr_tesseract/0082.txt
83	3414	0.937	latin	print	tesseract	no	ocr_tesseract/0083.txt
84	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0084.txt
85	34	0.470	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0085.txt
86	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0086.txt
87	574	0.412	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0087.txt
88	454	0.409	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0088.txt
89	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0089.txt
90	198	0.457	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0090.txt
91	44	0.450	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0091.txt
92	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0092.txt
93	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0093.txt
94	15	0.482	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0094.txt
95	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0095.txt
96	958	0.881	mixed	print	tesseract	no	ocr_tesseract/0096.txt
97	578	0.889	mixed	print	tesseract	no	ocr_tesseract/0097.txt
98	998	0.944	latin	print	tesseract	no	ocr_tesseract/0098.txt
99	376	0.916	latin	print	tesseract	no	ocr_tesseract/0099.txt
100	32	0.632	hebrew	print_degraded	tesseract	no	ocr_tesseract/0100.txt
101	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0101.txt
102	79	0.697	hebrew	print_degraded	tesseract	no	ocr_tesseract/0102.txt
103	151	0.952	latin	print	tesseract	no	ocr_tesseract/0103.txt
104	1295	0.923	latin	print	tesseract	no	ocr_tesseract/0104.txt
105	273	0.951	latin	print	tesseract	no	ocr_tesseract/0105.txt
106	686	0.918	latin	print	tesseract	no	ocr_tesseract/0106.txt
107	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0107.txt
108	53	0.927	latin	print_degraded	tesseract	no	ocr_tesseract/0108.txt
109	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0109.txt
110	172	0.953	latin	print	tesseract	no	ocr_tesseract/0110.txt
111	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0111.txt
112	39	0.648	latin	print_degraded	tesseract	no	ocr_tesseract/0112.txt
113	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0113.txt
114	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0114.txt
115	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0115.txt
116	332	0.921	latin	print	tesseract	no	ocr_tesseract/0116.txt
117	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0117.txt
118	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0118.txt
119	47	0.925	latin	print_degraded	tesseract	no	ocr_tesseract/0119.txt
120	56	0.614	latin	print_degraded	tesseract	no	ocr_tesseract/0120.txt
121	3	0.367	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0121.txt
122	11	0.376	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0122.txt
123	832	0.400	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0123.txt
124	610	0.435	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0124.txt
125	649	0.416	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0125.txt
126	326	0.469	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0126.txt
127	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0127.txt
128	477	0.450	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0128.txt
129	414	0.415	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0129.txt
130	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0130.txt
131	149	0.512	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0131.txt
132	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0132.txt
133	16	0.470	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0133.txt
134	37	0.662	latin	print_degraded	tesseract	no	ocr_tesseract/0134.txt
135	107	0.529	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0135.txt
136	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0136.txt
137	414	0.427	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0137.txt
138	597	0.403	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0138.txt
139	560	0.364	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0139.txt
140	414	0.418	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0140.txt
141	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0141.txt
142	17	0.918	latin	print_degraded	tesseract	no	ocr_tesseract/0142.txt
143	139	0.764	latin	print	tesseract	no	ocr_tesseract/0143.txt
144	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0144.txt
145	212	0.580	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0145.txt
146	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0146.txt
147	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0147.txt
148	312	0.516	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0148.txt
149	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0149.txt
150	111	0.671	hebrew	print_degraded	tesseract	no	ocr_tesseract/0150.txt
151	102	0.838	latin	print	tesseract	no	ocr_tesseract/0151.txt
152	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0152.txt
153	2028	0.893	latin	print	tesseract	no	ocr_tesseract/0153.txt
154	1253	0.887	latin	print	tesseract	no	ocr_tesseract/0154.txt
155	305	0.718	mixed	print_degraded	tesseract	no	ocr_tesseract/0155.txt
156	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0156.txt
157	1920	0.891	latin	print	tesseract	no	ocr_tesseract/0157.txt
158	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0158.txt
