doc_id	page_range	title	date_text	doc_type	languages	from_person	to_person	places	persons	description_he	description_de	description_en	is_heimat_relevant	heimat_rationale	notes
0047-2-D11	45-47	מכתב ממשה שרת — איחולים לשהות מעניינת באירופה	1962-07-15	letter	de	Moshe Sharett	Leonie Frank	Jerusalem; Europe	Moshe Sharett; Leonie Frank	מכתב מ-15.7.1962: חייו "משק בית מטורף לחלוטין" — עומס העבודה והדאגות היומיומיות יביא יום אחד להתמוטטות; שמח שסידרה הכול לשביעות רצונה; יבקר אותה אחרי שובה; מאחל "שהות מעניינת באירופה".	Brief vom 15.7.1962: sein Leben "eine vollständig tolle Wirtschaft" — die Last der täglichen Arbeit und Sorgen werde eines Tages zum Zusammenbruch führen; froh, dass sie alles so zufriedenstellend geordnet hat; er werde sie nach ihrer Rückkehr besuchen; wünscht "einen interessanten Aufenthalt in Europa".	Letter of 15 July 1962: his life "a completely mad household" — the daily load of work and worry will one day end in collapse; glad she has arranged everything so satisfactorily; he will visit her after her return; wishes her "an interesting stay in Europe".	false	Only "Europe" is named; the German destination of the trip is explicit in her own letter (D18), not here. Borderline item.	p.46 blank Israeli aerogramme form, p.47 blank.
0047-2-D12	48-50	שני פתקים קצרים ממשה שרת	1960-04-04; 1960-10	note	de	Moshe Sharett	Leonie Frank		Moshe Sharett	שני פתקים קצרים בכתב יד מ-4.4.1960 ומ-10/60; הטקסט כמעט בלתי קריא בפענוח (מספר הטלפון 26574 מזוהה).	Zwei kurze handschriftliche Zettel vom 4.4.1960 und 10/60; der Text ist im HTR fast unleserlich (erkennbar die Telefonnummer 26574).	Two short handwritten notes dated 4.4.1960 and 10/60; text nearly illegible in the HTR (his phone number 26574 recognizable).	false	Content undetermined; no legible Heimat signal.	NEEDS human transcription.
0047-2-D13	51-56	כרטיסים, קטע רדיו ותצלום מוקדש של משה שרת	1964-04-02 (dedication)	photo_ephemera	he	Moshe Sharett	Leonie Frank		Moshe Sharett	כרטיס חתום, קטע לוח שידורי רדיו הכולל את תוכניתו של שרת "במחיצתו של ברל", ותצלום דיוקן "משה שרת, שר החוץ הראשון בישראל" עם הקדשה בכתב יד מ-2.4.1964.	Signierte Karte, Ausschnitt eines Radioprogramms mit Sharetts Sendung "Bimchitzato shel Berl" und Porträtfoto "Moshe Sharett, Israels erster Außenminister" mit handschriftlicher Widmung vom 2.4.1964.	Signed card, a radio-schedule clipping including Sharett's programme "In Berl's company", and a portrait photo "Moshe Sharett, Israel's first foreign minister" with a handwritten dedication dated 2 April 1964.	false	Israeli memorabilia; no German/Heimat content.	Publisher credit on p.55; p.56 blank.
0047-2-D14	57-60	מכתב ממשה שרת, ירושלים — המבורג, בון, שטוקהולם; "היכן בכלל ויסבאדן?"	1959-05-29	letter	de	Moshe Sharett	Leonie Frank (en route/Wiesbaden)	Jerusalem; Hamburg; Bonn; Stockholm; Wiesbaden; Rome; Kfar Shmaryahu	Moshe Sharett; Leonie Frank; Levins	מכתב ממשה שרת, ירושלים, 29 במאי 1959, אל לאוני פרנק. במכתב בכתב יד על שני עמודים הוא מתנצל על שתיקתו — באותם ימים היה "בלתי אפשרי מבחינה אנושית" לפעול בחופשיות — וחושש שמכתבו עם כתובת משפחת לוין ברומא כבר לא השיג אותה בכפר שמריהו; קרוב לוודאי שיטוס באמצע יולי להמבורג כדי לשהות שם ובבון שבוע; המועד הקבוע הבא הוא תחילת אוגוסט בשטוקהולם, בקונגרס היהודי העולמי, ובשל ועידת מפלגה שנקבעה לסוף יולי ייתכן שיטוס בינתיים מהמבורג/בון הביתה ויצא שוב לדרך כעבור שבוע; הוא מעיר: "אגב, עדיין אין לי מושג היכן שוכנת ויסבאדן ביחס להמבורג — אצטרך עוד לעיין במפה"; מערכת הבחירות הסתיימה אך הלחץ אינו מרפה (ועידת בני ברית, הארץ מלאה ביהודים אמריקאים שיש להעניק להם תשומת לב); הוא מקווה שלא שכחה לגמרי את העברית שלמדה באולפן. שני העמודים האחרונים תועתקו באיכות ירודה מכדי שאפשר יהיה לקוראם; שברי מילים מרמזים על מעטפה ממוענת (רחוב גוסטב-פרייטג, ויסבאדן, גרמניה — הקריאה אינה ודאית).	Brief von Moshe Sharett, Jerusalem, 29. Mai 1959, an Leonie Frank. In dem zweiseitigen handschriftlichen Brief entschuldigt er sein Schweigen — in jenen Tagen sei es "menschlich unmöglich" gewesen, frei zu handeln — und befürchtet, dass sein Brief mit der Rom-Adresse der Lewins sie in Kfar Shmaryahu nicht mehr erreicht hat; höchstwahrscheinlich fliegt er Mitte Juli nach Hamburg, um dort und in Bonn eine Woche zu verbleiben; der nächste feste Termin ist Anfang August in Stockholm beim Jüdischen Weltkongress, und wegen einer für Ende Juli angesetzten Parteikonferenz fliegt er möglicherweise von Hamburg/Bonn zwischendurch nach Hause, um nach einer Woche wieder zu verreisen; er bemerkt: "Übrigens habe ich noch keine Ahnung, wo Wiesbaden gelegen ist in Bezug auf Hamburg — ich werde noch die Karte studieren müssen"; der Wahlkampf ist vorüber, aber der Druck lässt nicht nach (eine Bnei-Brith-Konferenz, das Land voller amerikanischer Juden, denen Aufmerksamkeit zu schenken ist); er hofft, dass sie ihr Ulpan-Hebräisch nicht ganz vergessen hat. Die letzten beiden Seiten sind zu schlecht transkribiert, um lesbar zu sein; Fragmente deuten auf einen adressierten Umschlag hin (Gustav-Freytag-Str., Wiesbaden, Germany — Lesung unsicher).	Letter from Moshe Sharett, Jerusalem, 29 May 1959, to Leonie Frank. In the two-page handwritten letter he apologizes for his silence — in those days it was "humanly impossible" to act freely — and fears that his letter with the Lewins' Rome address no longer reached her in Kfar Shmaryahu; he will most probably fly in mid-July to Hamburg, to spend a week there and in Bonn; the next fixed date is early August in Stockholm for the World Jewish Congress, and because of a party conference set for late July he may fly home from Hamburg/Bonn in between, setting out again after a week; he remarks: "By the way, I still have no idea where Wiesbaden lies in relation to Hamburg — I shall have to study the map"; the election campaign is over but the pressure does not let up (a B'nai B'rith conference, the country full of American Jews to whom attention must be paid); he hopes she has not entirely forgotten her Ulpan Hebrew. The last two pages are too poorly transcribed to read; fragments suggest an addressed envelope (Gustav-Freytag-Str., Wiesbaden, Germany — reading uncertain).	true	Sharett plans a post-war trip to Germany (Hamburg/Bonn) and orients himself toward Wiesbaden, where Leonie is staying — direct Germany-visit discourse.	p.59 envelope fragment (G. Badt?), p.60 blank. "Semialen" in HTR = Jerusalem.
0047-2-D15	61-65	פתקים בכתב יד — בלתי קריאים	n.d.	note	de	Moshe Sharett (presumed)	Leonie Frank			פתקים בכתב יד שלא נענו לפענוח (עמ' 61, 63); שאר העמודים ריקים.	Handschriftliche Zettel, im HTR nicht lesbar (S.61, 63); übrige Seiten leer.	Handwritten notes not readable in the HTR (pp.61, 63); remaining pages blank.	false	Content undetermined.	NEEDS human transcription.
0047-2-D16	66-68	כרטיס חתום ונייר מכתבים של "עם עובד"	n.d. [1956-1965]	ephemera	mixed	Moshe Sharett	Leonie Frank	Tel Aviv	Moshe Sharett	כרטיס חתום "משה שרת" עם מילים ספורות בכתב יד, ודף נייר מכתבים של הוצאת עם עובד (שרת עמד בראשה מ-1956).	Signierte Karte "Moshe Sharett" mit wenigen handschriftlichen Worten und ein Briefbogen des Verlags Am Oved (den Sharett ab 1956 leitete).	Signed card "Moshe Sharett" with a few handwritten words, and an Am Oved publishing-house letterhead sheet (Sharett headed Am Oved from 1956).	false	Ephemera without Heimat content.	p.68 blank.
0047-2-D17	69-79	פתק ממשה שרת — בקשה לטלפן; פריטי נייר מכתבים ופתקים מאוחרים	1959-01-19; 1965-01-28(?)	letter	de	Moshe Sharett	Leonie Frank	Jerusalem; Tel Aviv	Moshe Sharett; Leonie Frank	פתק מירושלים 19.1.1959, עדיין בנימת "פראו פרנק": מבקש שתטלפן אליו בתל אביב ביום ראשון ה-25 בערב או ביום שני ה-26 בבוקר (טל' 26574); מצורפים דפי נייר מכתבים מרח' בלפור 19 ופתקים מאוחרים בלתי קריאים (אחד מתוארך אולי 28.1.1965).	Zettel aus Jerusalem, 19.1.1959, noch förmlich "Liebe Frau Frank": sie möge ihn in Tel Aviv anrufen, Sonntag den 25. abends oder Montag den 26. morgens (Tel. 26574); dazu Briefbögen Balfour-Str. 19 und unleserliche spätere Zettel (einer evtl. vom 28.1.1965).	Note from Jerusalem, 19 January 1959, still formal "Liebe Frau Frank": asks her to phone him in Tel Aviv on Sunday the 25th in the evening or Monday the 26th in the morning (tel. 26574); with Balfour St. 19 stationery sheets and illegible later notes (one possibly dated 28 January 1965).	false	Israel-internal arrangement.	25.1.1959 was indeed a Sunday, confirming the date. Several blanks/versos.
0047-2-D18	80-81	מכתב מלאוני פרנק אל משה שרת — לפני נסיעה ממושכת; הדירה בוויסבאדן	n.d. [c. June 1962]	letter	de	Leonie Frank	Moshe Sharett	Tel Aviv (137 Hayarkon St.); Kfar Shmaryahu; Stuttgart; Wiesbaden	Leonie Frank; Moshe Sharett; Dr. Ishai	מכתב מודפס מלאוני פרנק, תל אביב, 16 ביוני 1962, אל משה שרת (ת"ד 22, ירושלים), שנכתב לפני צאתה לנסיעה ממושכת לחו"ל ומוסר את כתובתה החדשה, רחוב הירקון 137. היא מספרת שמכרה את ביתה בכפר שמריהו, בחנה כ-80 דירות, ומאז ה-1 ביוני היא מתגוררת בדירת שני חדרים קטנה ונחמדה ב"בית משותף" סמוך לגן העצמאות, עם נוף עד יפו, אל הים והמגדלור — שמחה שהותירה מאחוריה את הבדידות ואת השקט המעיק לעתים של כפר שמריהו; היא מזמינה את שרת ואת צפורה לבקרה, מציינת שהטלפון שלה טרם הועבר, ומתלוננת שיורשה בכפר שמריהו, השגריר לשעבר וכיום עורך הדין ד"ר ישי, נהג בה בצורה הרחוקה מלהיות הוגנת — פרטים יסופרו בעל פה. היא מזכירה ששמעה את שרת נואם לפני כמה חודשים באולם החדש של ה"קאמרשפילהאוס" (התיאטרון הקאמרי), כשהיא יושבת בשורה הראשונה מבלי שראה אותה. מסלול נסיעתה: שהות קצרה בציריך וברויטלינגן שליד שטוטגרט, ואחר כך שהות ארוכה בוויסבאדן, שם בכוונתה לוותר על דירתה אם יציע לה חליפהּ תנאים טובים במידה סבירה; כתובתה לדואר היא "ויסבאדן, דואר שמור", והיא מבקשת שיודיע לה אם יגיע לאירופה.	Getippter Brief von Leonie Frank, Tel Aviv, 16. Juni 1962, an Moshe Sharett (P.O.B. 22, Jerusalem), geschrieben vor Antritt einer längeren Auslandsreise und mit ihrer neuen Adresse, Hajarkon-Str. 137. Sie berichtet, dass sie ihr Haus in Kfar Shmaryahu verkauft, rund 80 Wohnungen besichtigt hat und seit dem 1. Juni in einer kleinen, netten Zweizimmerwohnung in einem "Bayit Meschutaf" nahe dem Unabhängigkeitspark wohnt, mit Blick bis Jaffa, aufs Meer und den Leuchtturm — froh, die Einsamkeit und die oft unheimlich anmutende Ruhe Kfar Shmaryahus hinter sich zu haben; sie lädt Sharett und Zipporah zum Besuch ein, merkt an, dass ihr Telefon noch nicht übertragen ist, und beklagt, dass ihr Nachfolger in Kfar Shmaryahu, der frühere Botschafter, jetzige Advokat Dr. Ishai, sich alles andere als korrekt gegen sie benommen habe — Näheres mündlich. Sie erwähnt, Sharett vor einigen Monaten im neuen Saal des "Kammerspielhauses" (des Cameri-Theaters) sprechen gehört zu haben, in der ersten Reihe sitzend, ohne dass er sie sah. Ihre Reiseroute: kurze Aufenthalte in Zürich und Reutlingen bei Stuttgart, dann längere Zeit in Wiesbaden, wo sie ihre dortige Wohnung aufgeben will, falls ihr Nachfolger einigermaßen gute Bedingungen macht; ihre Postadresse ist "Wiesbaden, Hauptpostlagernd", und sie bittet, sie wissen zu lassen, sollte er nach Europa kommen.	Typed letter from Leonie Frank, Tel Aviv, 16 June 1962, to Moshe Sharett (P.O.B. 22, Jerusalem), written before setting out on a longer journey abroad and giving her new address, 137 Hayarkon St. She reports that she has sold her house in Kfar Shmaryahu, viewed some 80 flats, and since 1 June has lived in a small, pleasant two-room flat in a "bayit meshutaf" near Independence Park, with a view to Jaffa, the sea and the lighthouse — glad to have left behind the loneliness and the sometimes oppressive quiet of Kfar Shmaryahu; she invites Sharett and Zipporah to visit, notes that her telephone has not yet been transferred, and complains that her successor in Kfar Shmaryahu, the former ambassador, now advocate Dr. Ishai, behaved anything but correctly towards her — details to be told in person. She mentions having heard Sharett speak a few months earlier in the new hall of the "Kammerspielhaus" (the Cameri theatre), sitting in the first row without his seeing her. Her itinerary: short stays in Zürich and Reutlingen near Stuttgart, then a longer stay in Wiesbaden, where she intends to give up her flat there if her successor offers reasonably good terms; her mail address is "Wiesbaden, Hauptpostlagernd" (poste restante), and she asks him to let her know should he come to Europe.	true	Documents her sustained post-war foothold in Wiesbaden (a flat kept there) and the planned 1962 journey to her German home town — core remigration/return-visit material.	Register notes her 1962 letter to Sharett may never have been sent. Undated; c. June 1962 by internal evidence (move on 1 June; cf. D11 of 15.7.1962).
0047-2-D19	82-83	מכתב מלאוני פרנק, ויסבאדן — "זרה ובודדה בעיר שבה נולדו חמישה דורות ממשפחתי"	1959-05-31/1959-06-10	letter	de	Leonie Frank	Moshe Sharett	Wiesbaden (Gustav-Freytag-Str. 1); Rome; Geneva; Zurich; Brussels; Frankfurt; Hamburg	Leonie Frank; Moshe Sharett; Max Brod; Zipporah Sharett	פריט מפתח. מכתב מלאוני פרנק, ויסבאדן (רחוב גוסטב-פרייטג 1), אל משה שרת, מ-31 במאי 1959 עם המשך מ-10 ביוני; שני עמודים מודפסים (בסריקה מופיע העמוד השני תחילה). המכתב העיקרי מ-31 במאי: מכתבו מ-5 במאי הועבר אליה, שכן טסה מישראל כבר ב-10 במאי; ברומא נודע לה שהשגרירות לא קיימה חגיגה ביום העצמאות, אלא רק קבלת פנים לאורחים מוזמנים, והיא ריחמה על עצמה על שנאלצה להיות באותו יום לבדה "בנכר — בלי שום שיח מולדתי"; היא מסבירה מדוע לא ניגשה אליו אחרי נאום הבחירות שלו, שאותו שמעה עד תומו; דרך ז'נבה, ציריך ובריסל, שם סיפרה לחברים ותיקים דברים יפים רבים על ישראל, שבה לוויסבאדן; שם היא אולי תרצה על ישראל בחברה הנוצרית-יהודית לשיתוף פעולה ואולי גם באגודת השלום, וכבר ארגנה הרצאה באוניברסיטה העממית לקראת סיבוב ההרצאות של מקס ברוד בגרמניה המערבית; בעיר הולדתה, שבה נולדו חמישה דורות ממשפחתה, היא חשה עצמה כעת "זרה ובודדה"; לקראת נסיעתו הקרובה של שרת היא מסבירה את הגאוגרפיה של ויסבאדן ופרנקפורט (תוך הפניה למפה מצורפת), נזכרת בשנותיה בהמבורג 1951-1953, מזמינה אותו ואת צפורה להתארח אצלה — לרבות המעיינות החמים הידועים מימי הרומאים — ומכנה עצמה, ככל "תלמידי העברית הייקים חסרי הכישרון", תלמידה של השפה העברית לכל חייה. ההמשך מ-10 ביוני: מישראל הגיעה הבשורה הנוראה שחברת נעוריה אינה ברלינר נדרסה למוות בידי רוכב אופנוע; היא נזכרת בתמיכתה המוסרית של החברה בשנותיה הקשות שלה בישראל, ומציינת את הגעת מכתבו מ-28 במאי, נחמה אמיתית במצב רוחה הנוגה.	SCHLÜSSELDOKUMENT. Brief von Leonie Frank, Wiesbaden (Gustav-Freytag-Str. 1), an Moshe Sharett, datiert 31. Mai 1959, mit Fortsetzung vom 10. Juni; zwei maschinengeschriebene Seiten (im Scan liegt die zweite Seite zuerst). Hauptbrief vom 31. Mai: sein Brief vom 5. Mai wurde ihr nachgesandt, da sie schon am 10. Mai aus Israel abflog; in Rom erfuhr sie, dass die Botschaft am Unabhängigkeitstag keine Feier abhielt, nur einen Empfang für geladene Gäste, und sie bedauerte sich selbst, an diesem Tag allein "in der Fremde — ohne jede heimatliche Ansprache" sein zu müssen; sie erklärt, warum sie nach seiner Wahlrede, die sie bis zum Ende anhörte, nicht an ihn herantrat; über Genf, Zürich und Brüssel, wo sie alten Freunden viel Schönes von Israel erzählte, kehrte sie nach Wiesbaden zurück; dort soll sie vielleicht in der Christlich-Jüdischen Gesellschaft für Zusammenarbeit und eventuell in der Friedensgesellschaft über Israel vortragen und hat für Max Brods Westdeutschland-Tournee bereits einen Vortrag mit der Volkshochschule arrangiert; in ihrer Geburtsstadt, in der fünf Generationen ihrer Familie geboren wurden, kommt sie sich nun "fremd und einsam" vor; für Sharetts bevorstehende Reise erklärt sie die Geographie von Wiesbaden und Frankfurt (unter Verweis auf eine beiliegende Landkarte), erinnert an ihre Hamburger Jahre 1951-1953, lädt ihn und Zipporah als ihre Gäste ein — einschließlich der heißen Quellen aus der Römerzeit — und nennt sich, wie die meisten "unbegabten Jeckes-Schüler", eine lebenslange Schülerin des Hebräischen. Fortsetzung vom 10. Juni: aus Israel kam die schreckliche Nachricht, dass ihre Jugendfreundin Ina Berliner von einem Motorradfahrer tödlich überfahren wurde; sie erinnert an deren moralischen Beistand in ihren eigenen schweren Jahren in Israel und vermerkt das Eintreffen seines Briefes vom 28. Mai, ein wahrer Trost in ihrer wehmütigen Stimmung.	KEY ITEM. Letter from Leonie Frank, Wiesbaden (Gustav-Freytag-Str. 1), to Moshe Sharett, dated 31 May 1959 with a continuation of 10 June; two typed pages (the scan gives the second page first). Main letter of 31 May: his letter of 5 May was forwarded to her, as she had already flown from Israel on 10 May; in Rome she learned that the embassy held no Independence Day celebration, only a reception for invited guests, and pitied herself for having to spend that day alone "in a foreign land — without any homeland voice"; she explains why she did not approach him after his election speech, which she heard through to the end; via Geneva, Zürich and Brussels, where she told old friends much that was good about Israel, she returned to Wiesbaden; there she may lecture on Israel in the Society for Christian-Jewish Cooperation and possibly in the Peace Society, and has already arranged a Volkshochschule lecture for Max Brod's West German tour; in her native city, where five generations of her family were born, she now feels "foreign and lonely"; for Sharett's coming trip she explains the geography of Wiesbaden and Frankfurt (referring to an enclosed map), recalls her Hamburg years 1951-1953, invites him and Zipporah as her guests — the hot springs known since Roman times included — and calls herself, like most "untalented Jecke pupils", a lifelong student of Hebrew. Continuation of 10 June: from Israel came the terrible news that her childhood friend Ina Berliner had been fatally run over by a motorcyclist; she recalls the friend's moral support in her own hard years in Israel, and notes the arrival of his letter of 28 May, a true comfort in her melancholy mood.	true	Written from post-war Germany during her remigration to her home town Wiesbaden; explicit Heimat/estrangement discourse ("fremd und einsam" in the five-generation family city; "ohne heimatliche Ansprache") plus Israel-advocacy work inside German society. Prime mockup candidate.	Sheet order reversed in scan (p.82 = second sheet, p.83 = first). Register suggests the letter may never have been sent.
0047-2-D20	84-86	גלויה מארנולד צווייג, שלכטנזה	01.04.[c.1926]	postcard	de	Arnold Zweig	Dr. Alfred Landsberg	Berlin-Schlachtensee	Arnold Zweig	גלויה בכתב ידו של ארנולד צווייג משלכטנזה: תודה; יגיע לכל המאוחר עד 10 באוגוסט, אולי כבר ב-6 או ב-8 בו — תלוי במשא ומתן עם מו"לים; דרישות שלום לרעייתו של לנדסברג.	Postkarte Arnold Zweigs aus Schlachtensee: Dank; er kommt spätestens um den 10. August, wahrscheinlich früher (6. oder 8.) — es hängt von Redereien mit Verlegern ab; Grüße an Landsbergs Gattin.	Postcard from Arnold Zweig, Schlachtensee: thanks; he will come by 10 August at the latest, probably earlier (the 6th or 8th) — it depends on negotiations with publishers; greetings to Landsberg's wife.	false	Pre-1933 social correspondence.	HTR partly garbled; year c.1926 from register. pp.84, 86 blank.
0047-2-D21	87-89	מכתב מארנולד צווייג — "אכתוב בקרוב על ויסבאדן"	n.d. [c.1926]	letter	de	Arnold Zweig	Leonie & Dr. Alfred Landsberg	Berlin; Prague; Nuremberg; Wiesbaden (Parkstr. 20); Frankfurt	Arnold Zweig; Dr. Walter Kluge; Dr. Kahn	מכתב אל "פראו לאוני היקרה מכול וד"ר לנדסברג היקר": שבועות של עבודה מאומצת; מוסר את כתובתו הברלינאית של ד"ר ולטר קלוגה; המסע היטיב עמו (פראג נהדרת, נירנברג נעימה); מבקש כתובת של עורך דין עמית לצורך תביעה נגד מו"ל פרנקפורטי; ובנ"ב: "אכתוב בקרוב משהו על ויסבאדן. הרי היה נפלא בסך הכול; אני אסיר תודה לכם, למשפחת קאהן ולמרחצאות".	Brief an "Liebste Frau Leonie, lieber Dr. Landsberg": Wochen scharfer Arbeit; er gibt die Berliner Adresse Dr. Walter Kluges an; die Reise ist ihm herrlich bekommen (Prag fein, Nürnberg sehr angenehm); er erbittet die Adresse eines Anwaltskollegen für ein Verfahren gegen einen Frankfurter Verleger; im Nachsatz: "Ich will bald was über Wiesbaden schreiben. Es war doch wunderschön im Ganzen. Ich bin Ihnen, Kahns und der Baderei so dankbar."	Letter to "Dearest Frau Leonie, dear Dr. Landsberg": weeks of hard work; he passes on Dr. Walter Kluge's Berlin address; the journey did him good (Prague fine, Nuremberg very pleasant); he asks for the address of a lawyer colleague for proceedings against a Frankfurt publisher; postscript: "I shall soon write something about Wiesbaden. It was wonderful on the whole. I am so grateful to you, the Kahns and the baths."	false	Pre-1933 Wiesbaden sociability (Weimar-era spa visit), not post-war memory-work.	Address side on p.88 ("Herrn mit Frau Dr. Lan[dsberg], Wiesbaden Parkstr. 20"), note "17.8". p.89 blank.
0047-2-D22	90-95	מכתב מארנולד צווייג, קלן — תודה על האירוח בוויסבאדן	1926-05-07	letter	de	Arnold Zweig	Leonie & Dr. Alfred Landsberg	Köln-Braunsfeld; Wiesbaden; Nuremberg	Arnold Zweig; Dr. Kahn	מכתב מקלן-בראונספלד, 7.5.1926: תודה מקרב לב על ידידות והכנסת אורחים — בלעדיהן "כוח הריפוי של מי ויסבאדן לא היה פועל אף מחצית"; האירוח היה תרופת הנגד ל"רעל" של יועצו הספסרי של המו"ל; מקווה לשמוע מהם ומשתי הילדות הקטנות; למחרת ימשיך לנירנברג; דרישות שלום לד"ר קאהן.	Brief aus Köln-Braunsfeld, 7.5.1926: herzlicher Dank für so viel Freundschaft — ohne ihre Hilfsfreude "wäre die Heilkraft des Wiesbadener Wassers nicht halb so anschlägig gewesen"; ihre Gastlichkeit das wirksamste Gegengift gegen das "Gift" des Geschäftemachers vom Verleger; er hofft, von ihnen und den beiden kleinen Mädelchen zu hören; morgen weiter nach Nürnberg; Grüße an Doktor Kahns.	Letter from Köln-Braunsfeld, 7 May 1926: heartfelt thanks for so much friendship — without their helpfulness "the healing power of the Wiesbaden waters would not have been half as effective"; their hospitality the most potent antidote to the "poison" of a publisher's profiteer; he hopes to hear from them and the two little girls; tomorrow onward to Nuremberg; greetings to the Kahns.	false	Pre-1933 Weimar-era visit and correspondence.	p.94 photographed postcard address side ("Herrn Dr. Landesberg, in Wiesbaden Karlstr./Parkstr. 20"); pp.92-93, 95 blank. Register: photographs of a Zweig postcard + letter, 1926.
0047-2-D23	96	מכתב מחיים ויצמן, נשיא המדינה, אל לאוני פרנק	1949-10-27	letter	de, he	Chaim Weizmann	Leonie Frank	Hakirya; Kfar Shmaryahu; Rehovot	Chaim Weizmann; Leonie Frank; Vera Weizmann	מכתב מהקריה: בשובו מאירופה מצא את מכתבה היקר; שמח שהיא שוב בטוב מכל הבחינות ושנזכרה בו; אחרי פתיחת המכון ב-2 בנובמבר יערוך סיור קטן בארץ, ואם יגיע לכפר שמריהו — יבקר אותה עם רעייתו. גרמנית עם תרגום עברי באותו דף.	Brief aus Hakirya: bei seiner Rückkehr aus Europa fand er ihren lieben Brief vor; er freut sich, dass es ihr in jeder Hinsicht wieder gut geht und sie sich seiner erinnert hat; nach der Eröffnung des Instituts am 2. November plant er eine kleine Rundreise durchs Land und wird sich in Kfar Shmaryahu mit seiner Gattin bei ihr melden. Deutsch mit hebräischer Übersetzung auf demselben Blatt.	Letter from Hakirya: on returning from Europe he found her dear letter; glad she is well again in every respect and remembered him; after the opening of the Institute on 2 November he plans a small tour of the country and will call on her in Kfar Shmaryahu with his wife. German with Hebrew rendering on the same sheet.	false	Israel-internal presidential correspondence.	On "Le Président de l'Etat d'Israel - Hakirya" letterhead.
0047-2-D24	97	הזמנה לחנוכת הספרייה המרכזית ע"ש ויקס וגנזך ויצמן	1958-10-30	invitation	en, he	Yad Chaim Weizmann / Weizmann Institute	Landsberg/Frank family	Rehovot	Chaim Weizmann	הזמנה מודפסת דו-לשונית לטקס חנוכת הספרייה המרכזית ע"ש יהודית ואברהם ויקס וגנזך ויצמן (אולם לאפר-קלבין), אודיטוריום ויקס, רחובות, ט"ז בחשוון תשי"ט; "הזמנה זוגית".	Zweisprachige gedruckte Einladung zur Einweihung der Edith-und-Abraham-Wix-Zentralbibliothek und des Weizmann-Archivs (Lafer-Klabin-Saal), Wix-Auditorium, Rehovot, 30.10.1958; "Admits Two".	Bilingual printed invitation to the dedication of the Edith and Abraham Wix Central Library and the Weizmann Archives (Lafer-Klabin Hall), Wix Auditorium, Rehovot, 30 October 1958; "Admits Two".	false	Israeli institutional ephemera.	Bilingual print, good OCR.
0047-2-D25	98-101	מכתב ממזכירת ויצמן — אשפוזו בסנטוריום והחלמתו	n.d. [c.1930]	letter	en	[Janet Liebermann?] private secretary	Leonie Landsberg	London(?); Wiesbaden	Chaim Weizmann; Leonie Landsberg; Alfred Landsberg	מכתב אישי אל גב' לנדסברג: מקווה שהחלימה ממחלתה בנסיעה; כבקשתה לא סיפרה לד"ר ויצמן; הוא עדיין בסנטוריום — נעקרו ארבע שיניים "מפרישות רעל", ההתקדמות איטית אך אין מקום לדאגה, ויידרשו חודשיים-שלושה עד שיורשה לעבוד; דרישות שלום לד"ר לנדסברג ולילדים.	Persönlicher Brief an Mrs. Landsberg: hoffentlich ist sie von ihrer Krankheit auf der Reise genesen; ihrem Wunsch gemäß hat sie Dr. Weizmann nichts gesagt; er ist noch im Sanatorium — vier "Gift abgebende" Zähne wurden gezogen, die Besserung ist langsam, aber kein Grund zur Sorge; zwei bis drei Monate, bis er wieder arbeiten darf; Grüße an Dr. Landsberg und die Kinder.	Personal letter to Mrs. Landsberg: hopes she has recovered from the illness she suffered while away; as she asked, the writer did not tell Dr. Weizmann; he is still in the sanatorium — four teeth "giving off poison" were extracted, progress is slow but no cause for anxiety; two or three months before he may work again; greetings to Dr. Landsberg and the children.	false	Pre-1933 personal correspondence of the Weizmann circle.	p.100 later address slip "גב' ל. לנדסברג-פרנק, כפר שמריהו"; p.101 blank. Register attributes the secretary letters to Janet Liebermann.
0047-2-D26	102-103	כרטיס תודה מודפס — נשיא המדינה מודה על הברכות לבחירתו	1949-02 (Shvat 5709)	card	he, en	Office of the President of Israel	Landsberg/Frank family	Hakirya	Chaim Weizmann	כרטיס מודפס דו-לשוני: נשיא מדינת ישראל מודה על הברכות והאיחולים לרגל היבחרו; הקריה, שבט תש"ט / פברואר 1949.	Zweisprachige gedruckte Dankkarte: der Präsident des Staates Israel dankt für die Glückwünsche zu seiner Wahl; Hakirya, Schwat 5709 / Februar 1949.	Bilingual printed card: the President of the State of Israel gratefully acknowledges the greetings and good wishes on his election; Hakirya, Shvat 5709 / February 1949.	false	Israeli institutional ephemera.	Printed card, Hebrew and English versions on pp.102-103.
