page_no	chars	conf	script	modality	engine	needs_escalation	text_file
86	1537	0.772	latin	print	tesseract	no	ocr_tesseract/0086.txt
87	1206	0.828	latin	print	tesseract	no	ocr_tesseract/0087.txt
88	1089	0.800	latin	print	tesseract	no	ocr_tesseract/0088.txt
89	1585	0.874	latin	print	tesseract	no	ocr_tesseract/0089.txt
90	2870	0.922	latin	print	tesseract	no	ocr_tesseract/0090.txt
91	1982	0.898	latin	print	tesseract	no	ocr_tesseract/0091.txt
92	2386	0.868	latin	print	tesseract	no	ocr_tesseract/0092.txt
93	2723	0.937	latin	print	tesseract	no	ocr_tesseract/0093.txt
94	1863	0.840	latin	print	tesseract	no	ocr_tesseract/0094.txt
95	2694	0.928	latin	print	tesseract	no	ocr_tesseract/0095.txt
96	2238	0.915	latin	print	tesseract	no	ocr_tesseract/0096.txt
97	1693	0.856	latin	print	tesseract	no	ocr_tesseract/0097.txt
98	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0098.txt
99	1568	0.930	latin	print	tesseract	no	ocr_tesseract/0099.txt
100	2790	0.925	latin	print	tesseract	no	ocr_tesseract/0100.txt
101	2553	0.938	latin	print	tesseract	no	ocr_tesseract/0101.txt
102	2673	0.916	latin	print	tesseract	no	ocr_tesseract/0102.txt
103	2843	0.935	latin	print	tesseract	no	ocr_tesseract/0103.txt
104	2307	0.934	latin	print	tesseract	no	ocr_tesseract/0104.txt
105	2559	0.938	latin	print	tesseract	no	ocr_tesseract/0105.txt
106	2500	0.932	latin	print	tesseract	no	ocr_tesseract/0106.txt
107	1844	0.894	latin	print	tesseract	no	ocr_tesseract/0107.txt
108	928	0.869	latin	print	tesseract	no	ocr_tesseract/0108.txt
109	1333	0.800	latin	print	tesseract	no	ocr_tesseract/0109.txt
110	2047	0.883	latin	print	tesseract	no	ocr_tesseract/0110.txt
111	2051	0.924	latin	print	tesseract	no	ocr_tesseract/0111.txt
112	2544	0.934	latin	print	tesseract	no	ocr_tesseract/0112.txt
113	1039	0.866	latin	print	tesseract	no	ocr_tesseract/0113.txt
114	796	0.891	latin	print	tesseract	no	ocr_tesseract/0114.txt
115	2026	0.909	latin	print	tesseract	no	ocr_tesseract/0115.txt
116	1411	0.921	latin	print	tesseract	no	ocr_tesseract/0116.txt
117	1313	0.775	latin	print	tesseract	no	ocr_tesseract/0117.txt
118	1027	0.894	latin	print	tesseract	no	ocr_tesseract/0118.txt
119	2051	0.874	latin	print	tesseract	no	ocr_tesseract/0119.txt
120	2854	0.932	latin	print	tesseract	no	ocr_tesseract/0120.txt
121	2911	0.935	latin	print	tesseract	no	ocr_tesseract/0121.txt
122	2363	0.922	latin	print	tesseract	no	ocr_tesseract/0122.txt
123	1965	0.893	latin	print	tesseract	no	ocr_tesseract/0123.txt
124	445	0.894	latin	print	tesseract	no	ocr_tesseract/0124.txt
125	841	0.845	latin	print	tesseract	no	ocr_tesseract/0125.txt
126	1277	0.897	latin	print	tesseract	no	ocr_tesseract/0126.txt
127	1881	0.878	latin	print	tesseract	no	ocr_tesseract/0127.txt
128	2930	0.917	latin	print	tesseract	no	ocr_tesseract/0128.txt
129	2842	0.934	latin	print	tesseract	no	ocr_tesseract/0129.txt
130	2408	0.933	latin	print	tesseract	no	ocr_tesseract/0130.txt
131	2464	0.921	latin	print	tesseract	no	ocr_tesseract/0131.txt
132	1038	0.922	latin	print	tesseract	no	ocr_tesseract/0132.txt
133	1153	0.731	latin	print_degraded	tesseract	no	ocr_tesseract/0133.txt
134	403	0.905	latin	print	tesseract	no	ocr_tesseract/0134.txt
135	1033	0.822	latin	print	tesseract	no	ocr_tesseract/0135.txt
136	217	0.877	latin	print	tesseract	no	ocr_tesseract/0136.txt
137	941	0.861	latin	print	tesseract	no	ocr_tesseract/0137.txt
138	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0138.txt
139	1516	0.936	latin	print	tesseract	no	ocr_tesseract/0139.txt
140	2723	0.900	latin	print	tesseract	no	ocr_tesseract/0140.txt
141	2736	0.943	latin	print	tesseract	no	ocr_tesseract/0141.txt
142	2649	0.914	latin	print	tesseract	no	ocr_tesseract/0142.txt
143	2812	0.924	latin	print	tesseract	no	ocr_tesseract/0143.txt
144	1961	0.898	latin	print	tesseract	no	ocr_tesseract/0144.txt
145	2703	0.931	latin	print	tesseract	no	ocr_tesseract/0145.txt
146	2798	0.916	latin	print	tesseract	no	ocr_tesseract/0146.txt
147	2713	0.930	latin	print	tesseract	no	ocr_tesseract/0147.txt
148	209	0.631	latin	print_degraded	tesseract	no	ocr_tesseract/0148.txt
149	2796	0.924	latin	print	tesseract	no	ocr_tesseract/0149.txt
150	2646	0.929	latin	print	tesseract	no	ocr_tesseract/0150.txt
151	2229	0.890	latin	print	tesseract	no	ocr_tesseract/0151.txt
152	2620	0.941	latin	print	tesseract	no	ocr_tesseract/0152.txt
153	2257	0.938	latin	print	tesseract	no	ocr_tesseract/0153.txt
154	1283	0.853	latin	print	tesseract	no	ocr_tesseract/0154.txt
155	1470	0.848	latin	print	tesseract	no	ocr_tesseract/0155.txt
156	770	0.871	latin	print	tesseract	no	ocr_tesseract/0156.txt
157	1174	0.822	latin	print	tesseract	no	ocr_tesseract/0157.txt
158	809	0.844	latin	print	tesseract	no	ocr_tesseract/0158.txt
159	608	0.804	latin	print	tesseract	no	ocr_tesseract/0159.txt
160	914	0.885	latin	print	tesseract	no	ocr_tesseract/0160.txt
161	867	0.834	latin	print	tesseract	no	ocr_tesseract/0161.txt
162	1115	0.823	latin	print	tesseract	no	ocr_tesseract/0162.txt
163	1629	0.769	latin	print	tesseract	no	ocr_tesseract/0163.txt
164	1155	0.870	latin	print	tesseract	no	ocr_tesseract/0164.txt
165	1689	0.838	latin	print	tesseract	no	ocr_tesseract/0165.txt
166	564	0.858	latin	print	tesseract	no	ocr_tesseract/0166.txt
167	672	0.809	latin	print	tesseract	no	ocr_tesseract/0167.txt
168	1922	0.940	latin	print	tesseract	no	ocr_tesseract/0168.txt
169	2733	0.930	latin	print	tesseract	no	ocr_tesseract/0169.txt
170	2141	0.917	latin	print	tesseract	no	ocr_tesseract/0170.txt
171	2807	0.931	latin	print	tesseract	no	ocr_tesseract/0171.txt
172	2758	0.933	latin	print	tesseract	no	ocr_tesseract/0172.txt
173	2826	0.938	latin	print	tesseract	no	ocr_tesseract/0173.txt
174	1079	0.916	latin	print	tesseract	no	ocr_tesseract/0174.txt
175	950	0.797	latin	print	tesseract	no	ocr_tesseract/0175.txt
176	1625	0.887	latin	print	tesseract	no	ocr_tesseract/0176.txt
177	2744	0.923	latin	print	tesseract	no	ocr_tesseract/0177.txt
178	2733	0.944	latin	print	tesseract	no	ocr_tesseract/0178.txt
179	2559	0.927	latin	print	tesseract	no	ocr_tesseract/0179.txt
180	2227	0.931	latin	print	tesseract	no	ocr_tesseract/0180.txt
181	2087	0.925	latin	print	tesseract	no	ocr_tesseract/0181.txt
182	2758	0.943	latin	print	tesseract	no	ocr_tesseract/0182.txt
183	2953	0.941	latin	print	tesseract	no	ocr_tesseract/0183.txt
184	1828	0.943	latin	print	tesseract	no	ocr_tesseract/0184.txt
185	229	0.733	latin	print_degraded	tesseract	no	ocr_tesseract/0185.txt
186	300	0.584	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0186.txt
187	937	0.719	latin	print_degraded	tesseract	no	ocr_tesseract/0187.txt
188	500	0.796	latin	print	tesseract	no	ocr_tesseract/0188.txt
189	519	0.757	latin	print	tesseract	no	ocr_tesseract/0189.txt
190	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0190.txt
191	864	0.933	latin	print	tesseract	no	ocr_tesseract/0191.txt
192	1302	0.874	latin	print	tesseract	no	ocr_tesseract/0192.txt
193	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0193.txt
194	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0194.txt
195	165	0.801	latin	print	tesseract	no	ocr_tesseract/0195.txt
196	454	0.821	latin	print	tesseract	no	ocr_tesseract/0196.txt
197	1765	0.933	latin	print	tesseract	no	ocr_tesseract/0197.txt
198	1991	0.897	latin	print	tesseract	no	ocr_tesseract/0198.txt
199	2308	0.936	latin	print	tesseract	no	ocr_tesseract/0199.txt
200	2062	0.921	latin	print	tesseract	no	ocr_tesseract/0200.txt
201	2234	0.936	latin	print	tesseract	no	ocr_tesseract/0201.txt
202	1892	0.909	latin	print	tesseract	no	ocr_tesseract/0202.txt
203	2066	0.937	latin	print	tesseract	no	ocr_tesseract/0203.txt
204	2499	0.942	latin	print	tesseract	no	ocr_tesseract/0204.txt
205	2486	0.934	latin	print	tesseract	no	ocr_tesseract/0205.txt
206	2112	0.939	latin	print	tesseract	no	ocr_tesseract/0206.txt
207	2347	0.937	latin	print	tesseract	no	ocr_tesseract/0207.txt
208	2541	0.952	latin	print	tesseract	no	ocr_tesseract/0208.txt
209	2476	0.932	latin	print	tesseract	no	ocr_tesseract/0209.txt
210	2170	0.941	latin	print	tesseract	no	ocr_tesseract/0210.txt
211	2348	0.922	latin	print	tesseract	no	ocr_tesseract/0211.txt
212	2430	0.948	latin	print	tesseract	no	ocr_tesseract/0212.txt
213	2050	0.940	latin	print	tesseract	no	ocr_tesseract/0213.txt
214	2105	0.931	latin	print	tesseract	no	ocr_tesseract/0214.txt
215	2261	0.913	latin	print	tesseract	no	ocr_tesseract/0215.txt
216	2067	0.874	latin	print	tesseract	no	ocr_tesseract/0216.txt
217	2392	0.929	latin	print	tesseract	no	ocr_tesseract/0217.txt
218	1877	0.895	latin	print	tesseract	no	ocr_tesseract/0218.txt
219	1743	0.917	latin	print	tesseract	no	ocr_tesseract/0219.txt
220	1886	0.929	latin	print	tesseract	no	ocr_tesseract/0220.txt
221	1924	0.926	latin	print	tesseract	no	ocr_tesseract/0221.txt
222	1044	0.912	latin	print	tesseract	no	ocr_tesseract/0222.txt
223	2114	0.910	latin	print	tesseract	no	ocr_tesseract/0223.txt
224	1994	0.951	latin	print	tesseract	no	ocr_tesseract/0224.txt
225	2309	0.925	latin	print	tesseract	no	ocr_tesseract/0225.txt
226	1384	0.907	latin	print	tesseract	no	ocr_tesseract/0226.txt
227	2853	0.898	latin	print	tesseract	no	ocr_tesseract/0227.txt
228	3409	0.952	latin	print	tesseract	no	ocr_tesseract/0228.txt
229	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0229.txt
230	917	0.820	latin	print	tesseract	no	ocr_tesseract/0230.txt
231	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0231.txt
232	18	0.561	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0232.txt
233	133	0.468	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0233.txt
234	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0234.txt
235	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0235.txt
236	101	0.939	latin	print	tesseract	no	ocr_tesseract/0236.txt
237	51	0.897	latin	print_degraded	tesseract	no	ocr_tesseract/0237.txt
238	466	0.869	latin	print	tesseract	no	ocr_tesseract/0238.txt
239	367	0.916	latin	print	tesseract	no	ocr_tesseract/0239.txt
240	835	0.922	latin	print	tesseract	no	ocr_tesseract/0240.txt
241	565	0.789	latin	print	tesseract	no	ocr_tesseract/0241.txt
242	687	0.875	latin	print	tesseract	no	ocr_tesseract/0242.txt
243	619	0.796	latin	print	tesseract	no	ocr_tesseract/0243.txt
244	498	0.776	latin	print	tesseract	no	ocr_tesseract/0244.txt
245	591	0.925	latin	print	tesseract	no	ocr_tesseract/0245.txt
246	423	0.797	latin	print	tesseract	no	ocr_tesseract/0246.txt
247	488	0.816	latin	print	tesseract	no	ocr_tesseract/0247.txt
248	521	0.730	mixed	print_degraded	tesseract	no	ocr_tesseract/0248.txt
249	377	0.803	latin	print	tesseract	no	ocr_tesseract/0249.txt
250	329	0.718	latin	print_degraded	tesseract	no	ocr_tesseract/0250.txt
251	473	0.925	latin	print	tesseract	no	ocr_tesseract/0251.txt
252	447	0.916	latin	print	tesseract	no	ocr_tesseract/0252.txt
253	393	0.838	latin	print	tesseract	no	ocr_tesseract/0253.txt
254	418	0.697	latin	print_degraded	tesseract	no	ocr_tesseract/0254.txt
255	517	0.784	latin	print	tesseract	no	ocr_tesseract/0255.txt
256	509	0.927	latin	print	tesseract	no	ocr_tesseract/0256.txt
257	488	0.830	latin	print	tesseract	no	ocr_tesseract/0257.txt
258	475	0.770	latin	print	tesseract	no	ocr_tesseract/0258.txt
259	418	0.725	latin	print_degraded	tesseract	no	ocr_tesseract/0259.txt
260	648	0.782	latin	print	tesseract	no	ocr_tesseract/0260.txt
261	759	0.821	latin	print	tesseract	no	ocr_tesseract/0261.txt
262	787	0.871	latin	print	tesseract	no	ocr_tesseract/0262.txt
263	765	0.847	latin	print	tesseract	no	ocr_tesseract/0263.txt
264	808	0.937	latin	print	tesseract	no	ocr_tesseract/0264.txt
265	474	0.872	latin	print	tesseract	no	ocr_tesseract/0265.txt
266	579	0.797	latin	print	tesseract	no	ocr_tesseract/0266.txt
267	600	0.856	latin	print	tesseract	no	ocr_tesseract/0267.txt
268	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0268.txt
269	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0269.txt
270	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0270.txt
271	96	0.632	mixed	print_degraded	tesseract	no	ocr_tesseract/0271.txt
272	49	0.363	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0272.txt
273	70	0.836	latin	print_degraded	tesseract	no	ocr_tesseract/0273.txt
274	21	0.415	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0274.txt
275	10	0.303	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0275.txt
276	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0276.txt
277	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0277.txt
278	5	0.546	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0278.txt
279	324	0.375	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0279.txt
280	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0280.txt
281	369	0.947	latin	print	tesseract	no	ocr_tesseract/0281.txt
282	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0282.txt
283	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0283.txt
284	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0284.txt
285	2211	0.961	latin	print	tesseract	no	ocr_tesseract/0285.txt
286	16	0.126	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0286.txt
287	137	0.456	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0287.txt
288	84	0.310	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0288.txt
289	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0289.txt
290	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0290.txt
291	234	0.942	latin	print	tesseract	no	ocr_tesseract/0291.txt
292	3069	0.944	latin	print	tesseract	no	ocr_tesseract/0292.txt
293	3320	0.950	latin	print	tesseract	no	ocr_tesseract/0293.txt
294	3650	0.938	latin	print	tesseract	no	ocr_tesseract/0294.txt
295	2899	0.943	latin	print	tesseract	no	ocr_tesseract/0295.txt
296	3618	0.952	latin	print	tesseract	no	ocr_tesseract/0296.txt
297	2159	0.948	latin	print	tesseract	no	ocr_tesseract/0297.txt
298	1568	0.946	latin	print	tesseract	no	ocr_tesseract/0298.txt
299	241	0.942	latin	print	tesseract	no	ocr_tesseract/0299.txt
300	3029	0.948	latin	print	tesseract	no	ocr_tesseract/0300.txt
301	3288	0.949	latin	print	tesseract	no	ocr_tesseract/0301.txt
302	3598	0.949	latin	print	tesseract	no	ocr_tesseract/0302.txt
303	2893	0.943	latin	print	tesseract	no	ocr_tesseract/0303.txt
304	3562	0.948	latin	print	tesseract	no	ocr_tesseract/0304.txt
305	2174	0.945	latin	print	tesseract	no	ocr_tesseract/0305.txt
306	1569	0.938	latin	print	tesseract	no	ocr_tesseract/0306.txt
307	9	0.305	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0307.txt
308	669	0.359	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0308.txt
309	324	0.838	hebrew	print	tesseract	no	ocr_tesseract/0309.txt
310	967	0.867	hebrew	print	tesseract	no	ocr_tesseract/0310.txt
311	996	0.872	hebrew	print	tesseract	no	ocr_tesseract/0311.txt
312	957	0.886	hebrew	print	tesseract	no	ocr_tesseract/0312.txt
313	1126	0.876	hebrew	print	tesseract	no	ocr_tesseract/0313.txt
314	734	0.830	hebrew	print	tesseract	no	ocr_tesseract/0314.txt
315	1277	0.846	hebrew	print	tesseract	no	ocr_tesseract/0315.txt
316	982	0.809	hebrew	print	tesseract	no	ocr_tesseract/0316.txt
317	1552	0.824	hebrew	print	tesseract	no	ocr_tesseract/0317.txt
318	1128	0.813	hebrew	print	tesseract	no	ocr_tesseract/0318.txt
319	891	0.809	mixed	print	tesseract	no	ocr_tesseract/0319.txt
320	1019	0.837	hebrew	print	tesseract	no	ocr_tesseract/0320.txt
321	1077	0.794	hebrew	print	tesseract	no	ocr_tesseract/0321.txt
322	1016	0.870	hebrew	print	tesseract	no	ocr_tesseract/0322.txt
323	1113	0.875	hebrew	print	tesseract	no	ocr_tesseract/0323.txt
324	633	0.889	hebrew	print	tesseract	no	ocr_tesseract/0324.txt
325	768	0.886	hebrew	print	tesseract	no	ocr_tesseract/0325.txt
326	666	0.839	hebrew	print	tesseract	no	ocr_tesseract/0326.txt
327	545	0.838	hebrew	print	tesseract	no	ocr_tesseract/0327.txt
328	603	0.856	hebrew	print	tesseract	no	ocr_tesseract/0328.txt
329	587	0.830	hebrew	print	tesseract	no	ocr_tesseract/0329.txt
330	270	0.914	latin	print	tesseract	no	ocr_tesseract/0330.txt
331	1616	0.940	latin	print	tesseract	no	ocr_tesseract/0331.txt
332	1855	0.934	latin	print	tesseract	no	ocr_tesseract/0332.txt
333	1658	0.927	latin	print	tesseract	no	ocr_tesseract/0333.txt
334	1540	0.940	latin	print	tesseract	no	ocr_tesseract/0334.txt
335	1365	0.933	latin	print	tesseract	no	ocr_tesseract/0335.txt
336	1304	0.949	latin	print	tesseract	no	ocr_tesseract/0336.txt
337	1715	0.943	latin	print	tesseract	no	ocr_tesseract/0337.txt
338	1152	0.946	latin	print	tesseract	no	ocr_tesseract/0338.txt
339	865	0.948	latin	print	tesseract	no	ocr_tesseract/0339.txt
340	756	0.889	latin	print	tesseract	no	ocr_tesseract/0340.txt
341	1322	0.943	latin	print	tesseract	no	ocr_tesseract/0341.txt
342	1271	0.938	latin	print	tesseract	no	ocr_tesseract/0342.txt
343	2408	0.928	latin	print	tesseract	no	ocr_tesseract/0343.txt
344	1392	0.929	latin	print	tesseract	no	ocr_tesseract/0344.txt
345	880	0.935	latin	print	tesseract	no	ocr_tesseract/0345.txt
346	991	0.950	latin	print	tesseract	no	ocr_tesseract/0346.txt
347	968	0.916	latin	print	tesseract	no	ocr_tesseract/0347.txt
348	754	0.909	latin	print	tesseract	no	ocr_tesseract/0348.txt
349	751	0.916	latin	print	tesseract	no	ocr_tesseract/0349.txt
350	901	0.890	latin	print	tesseract	no	ocr_tesseract/0350.txt
351	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0351.txt
352	154	0.318	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0352.txt
353	218	0.461	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0353.txt
354	996	0.458	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0354.txt
355	1022	0.464	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0355.txt
356	74	0.659	latin	print_degraded	tesseract	no	ocr_tesseract/0356.txt
357	1076	0.460	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0357.txt
358	1145	0.471	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0358.txt
359	976	0.544	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0359.txt
360	557	0.506	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0360.txt
361	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0361.txt
