page_no	chars	conf	script	modality	engine	needs_escalation	text_file
50	165	0.474	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0050.txt
51	214	0.480	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0051.txt
52	131	0.450	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0052.txt
53	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0053.txt
54	96	0.433	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0054.txt
55	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0055.txt
56	203	0.499	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0056.txt
57	103	0.420	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0057.txt
58	43	0.376	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0058.txt
59	26	0.356	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0059.txt
60	138	0.397	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0060.txt
61	252	0.328	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0061.txt
62	149	0.442	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0062.txt
63	244	0.483	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0063.txt
64	165	0.422	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0064.txt
65	147	0.418	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0065.txt
66	153	0.342	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0066.txt
67	460	0.530	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0067.txt
68	98	0.407	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0068.txt
69	125	0.350	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0069.txt
70	136	0.471	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0070.txt
71	174	0.445	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0071.txt
72	56	0.512	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0072.txt
73	119	0.460	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0073.txt
74	157	0.453	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0074.txt
75	134	0.367	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0075.txt
76	118	0.477	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0076.txt
77	171	0.354	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0077.txt
78	126	0.518	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0078.txt
79	107	0.367	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0079.txt
80	188	0.474	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0080.txt
81	80	0.340	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0081.txt
82	151	0.450	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0082.txt
83	55	0.371	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0083.txt
84	93	0.525	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0084.txt
85	56	0.376	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0085.txt
86	103	0.437	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0086.txt
87	155	0.299	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0087.txt
88	273	0.476	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0088.txt
89	77	0.345	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0089.txt
90	50	0.496	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0090.txt
91	102	0.443	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0091.txt
92	47	0.388	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0092.txt
93	1	0.485	none	handwriting_or_image	tesseract	yes	ocr_tesseract/0093.txt
94	97	0.537	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0094.txt
95	34	0.472	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0095.txt
96	150	0.554	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0096.txt
97	31	0.533	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0097.txt
98	138	0.456	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0098.txt
99	179	0.470	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0099.txt
100	75	0.523	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0100.txt
101	168	0.411	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0101.txt
102	11	0.382	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0102.txt
103	154	0.465	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0103.txt
104	168	0.504	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0104.txt
105	295	0.473	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0105.txt
106	239	0.473	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0106.txt
107	109	0.356	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0107.txt
108	156	0.477	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0108.txt
109	75	0.536	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0109.txt
110	205	0.460	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0110.txt
111	29	0.432	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0111.txt
112	153	0.460	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0112.txt
113	95	0.457	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0113.txt
114	240	0.498	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0114.txt
115	178	0.317	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0115.txt
116	115	0.428	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0116.txt
117	170	0.442	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0117.txt
118	167	0.407	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0118.txt
119	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0119.txt
120	95	0.382	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0120.txt
121	22	0.429	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0121.txt
122	254	0.395	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0122.txt
123	15	0.477	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0123.txt
124	249	0.417	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0124.txt
125	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0125.txt
126	220	0.351	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0126.txt
127	51	0.493	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0127.txt
128	272	0.493	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0128.txt
129	114	0.450	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0129.txt
130	81	0.506	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0130.txt
131	75	0.388	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0131.txt
132	99	0.470	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0132.txt
133	24	0.360	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0133.txt
134	68	0.445	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0134.txt
135	136	0.366	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0135.txt
136	213	0.403	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0136.txt
137	105	0.305	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0137.txt
138	97	0.369	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0138.txt
139	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0139.txt
140	235	0.468	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0140.txt
141	46	0.325	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0141.txt
142	195	0.416	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0142.txt
143	47	0.386	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0143.txt
144	110	0.501	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0144.txt
145	51	0.420	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0145.txt
146	138	0.491	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0146.txt
147	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0147.txt
148	147	0.411	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0148.txt
149	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0149.txt
150	30	0.534	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0150.txt
151	69	0.325	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0151.txt
152	221	0.418	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0152.txt
153	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0153.txt
154	37	0.410	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0154.txt
155	41	0.410	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0155.txt
156	28	0.293	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0156.txt
157	111	0.438	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0157.txt
158	69	0.466	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0158.txt
159	57	0.456	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0159.txt
160	176	0.516	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0160.txt
161	31	0.259	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0161.txt
162	173	0.520	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0162.txt
163	265	0.445	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0163.txt
164	161	0.481	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0164.txt
165	139	0.381	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0165.txt
166	138	0.354	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0166.txt
167	99	0.368	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0167.txt
168	119	0.546	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0168.txt
169	59	0.346	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0169.txt
170	170	0.442	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0170.txt
171	244	0.481	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0171.txt
172	130	0.346	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0172.txt
173	185	0.486	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0173.txt
174	37	0.448	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0174.txt
175	151	0.461	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0175.txt
176	142	0.398	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0176.txt
177	116	0.422	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0177.txt
178	103	0.340	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0178.txt
179	151	0.437	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0179.txt
180	33	0.468	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0180.txt
181	117	0.484	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0181.txt
182	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0182.txt
183	86	0.447	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0183.txt
184	27	0.401	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0184.txt
185	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0185.txt
186	67	0.525	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0186.txt
187	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0187.txt
188	68	0.363	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0188.txt
189	69	0.475	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0189.txt
190	240	0.413	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0190.txt
191	94	0.363	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0191.txt
192	146	0.499	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0192.txt
193	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0193.txt
194	102	0.291	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0194.txt
195	88	0.358	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0195.txt
196	31	0.502	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0196.txt
197	48	0.477	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0197.txt
198	35	0.458	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0198.txt
199	31	0.344	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0199.txt
200	186	0.417	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0200.txt
201	218	0.459	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0201.txt
202	60	0.421	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0202.txt
203	36	0.277	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0203.txt
204	38	0.350	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0204.txt
205	240	0.476	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0205.txt
206	175	0.391	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0206.txt
207	5	0.245	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0207.txt
208	99	0.459	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0208.txt
209	195	0.408	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0209.txt
210	56	0.469	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0210.txt
211	29	0.362	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0211.txt
212	51	0.398	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0212.txt
213	446	0.519	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0213.txt
214	66	0.384	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0214.txt
215	156	0.382	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0215.txt
216	219	0.359	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0216.txt
217	79	0.421	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0217.txt
218	172	0.426	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0218.txt
219	164	0.430	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0219.txt
220	89	0.413	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0220.txt
221	136	0.416	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0221.txt
222	39	0.305	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0222.txt
223	60	0.420	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0223.txt
224	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0224.txt
225	246	0.523	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0225.txt
226	133	0.408	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0226.txt
227	143	0.368	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0227.txt
228	251	0.397	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0228.txt
229	159	0.441	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0229.txt
230	50	0.507	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0230.txt
231	153	0.459	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0231.txt
232	137	0.454	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0232.txt
233	121	0.358	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0233.txt
234	181	0.479	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0234.txt
235	260	0.378	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0235.txt
236	126	0.413	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0236.txt
237	184	0.378	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0237.txt
238	37	0.381	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0238.txt
239	453	0.506	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0239.txt
240	355	0.503	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0240.txt
241	167	0.408	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0241.txt
242	128	0.509	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0242.txt
243	130	0.464	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0243.txt
244	85	0.337	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0244.txt
245	21	0.542	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0245.txt
246	92	0.501	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0246.txt
247	79	0.489	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0247.txt
248	103	0.387	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0248.txt
249	86	0.369	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0249.txt
250	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0250.txt
251	96	0.480	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0251.txt
252	41	0.340	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0252.txt
253	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0253.txt
254	38	0.337	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0254.txt
255	48	0.408	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0255.txt
256	119	0.482	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0256.txt
257	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0257.txt
258	88	0.508	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0258.txt
259	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0259.txt
260	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0260.txt
261	27	0.289	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0261.txt
262	25	0.524	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0262.txt
263	16	0.331	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0263.txt
264	39	0.233	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0264.txt
265	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0265.txt
266	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0266.txt
267	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0267.txt
268	223	0.421	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0268.txt
269	507	0.494	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0269.txt
