page_no	chars	conf	script	modality	engine	needs_escalation	text_file
94	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0094.txt
95	85	0.634	latin	print_degraded	tesseract	no	ocr_tesseract/0095.txt
96	3	0.000	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0096.txt
97	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0097.txt
98	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0098.txt
99	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0099.txt
100	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0100.txt
101	59	0.361	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0101.txt
102	24	0.510	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0102.txt
103	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0103.txt
104	70	0.363	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0104.txt
105	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0105.txt
106	1287	0.952	latin	print	tesseract	no	ocr_tesseract/0106.txt
