doc_id	page_range	title	date_text	doc_type	languages	from_person	to_person	places	persons	description_he	description_de	description_en	is_heimat_relevant	heimat_rationale	notes
0047-4-D11	46-51	Letter from abroad to Leonie Landsberg — sender unidentified	1939-07 (21st or 31st)	letter	de, he	unidentified ("...S."; Inge Kahnemann?)	Leonie Landsberg	Johannesburg(?); Argentina(?); Palestine; South Africa	Inge Kahnemann(?)	מכתב גרמני בכתב יד ממלון בחו"ל אל לאוני לנדסברג, יולי 1939: הכותב/ת מודה על מכתב מפורט, מתאר/ת מצב בריאות ושינה ירודים, מזכיר/ה אחות, ודמי נסיעה לארץ ישראל מוועד עזרה (דרום אפריקה?) לפני גירוש צפוי. השולח לא זוהה: על המעטפה נקרא "אינגה קנמן, יוהנסבורג(?)", ואילו דף התקציר העברי נושא כותרת "ארגנטינה 31.7.39".	Deutscher handschriftlicher Brief aus einem Hotel im Ausland an Leonie Landsberg, Juli 1939: Dank für einen ausführlichen Brief, schlechter Gesundheits- und Schlafzustand, eine Schwester wird erwähnt, dazu Reisegeld nach Palästina von einem Hilfskomitee (Südafrika?) vor einer drohenden Ausweisung. Absender ungeklärt: Der Umschlag wird als "Inge Kahnemann, Johannesburg(?)" gelesen, das hebräische Begleitblatt trägt die Überschrift "Argentinien 31.7.39".	German handwritten letter from a hotel abroad to Leonie Landsberg, July 1939: thanks for a detailed letter, poor health and sleep, a sister mentioned, and travel money to Palestine from an aid committee (South Africa?) ahead of a feared expulsion. Sender unresolved: the envelope is read as "Inge Kahnemann, Johannesburg(?)" while the Hebrew cover note is headed "Argentina 31.7.39".	false	Refugee-era emigration logistics, not Heimat memory or return-visit material.	HTR heavily garbled; the Hebrew cover note's attribution line is also garbled (one reading resembles "A. Ruppin", implausible for the content). Signature "...S.". NEEDS human resolution. pp.46,49 blank; p50 envelope front; p51 sender line.
0047-4-D12	54-57	Letter from Kurt Blumenfeld (Keren Hayesod)	1934 (per divider)	letter	de	Kurt Blumenfeld	Landsberg family	Jerusalem	Kurt Blumenfeld	מכתב מקורט בלומנפלד על נייר מכתבים של קרן היסוד ירושלים (לפי דף המפריד: 1934). גוף המכתב בכתב יד ולא נקלט ב-OCR; נדרש פענוח אנושי.	Brief von Kurt Blumenfeld auf Briefpapier des Keren Hayesod Jerusalem (laut Trennblatt 1934). Der handschriftliche Text wurde von OCR/HTR nicht erfasst; menschliche Transkription erforderlich.	Letter from Kurt Blumenfeld on Keren Hayesod (Jerusalem) letterhead, dated 1934 per the divider page. The handwritten body was not captured by OCR/HTR; human transcription needed.	false	Content unread; Zionist-institutional context (Keren Hayesod), presumed Palestine-internal.	Attribution from caption pages p52 ("KURT BLUMENFELD / LEO HERMANN / 1934") and p54 ("KURT BLUMENFELD"). Only letterhead text captured (pp.56-57).
0047-4-D13	58-59	Letter from Leo Hermann (Keren Hayesod)	1934 (per divider)	letter	de	Leo Hermann	Landsberg family	Jerusalem; London	Leo Hermann	מכתב מליאו הרמן על נייר המשרד הראשי של קרן היסוד (לונדון-ירושלים), נכתב בירושלים (לפי דף המפריד: 1934). גוף המכתב לא נקלט ב-OCR; נדרש פענוח אנושי.	Brief von Leo Hermann auf Briefpapier des Hauptbüros des Keren Hayesod (London-Jerusalem), geschrieben in Jerusalem (laut Trennblatt 1934). Der Text wurde von der OCR nicht erfasst; menschliche Transkription erforderlich.	Letter from Leo Hermann on Keren Hayesod head-office (London-Jerusalem) letterhead, written at Jerusalem (1934 per the divider page). The body was not captured by OCR; human transcription needed.	false	Content unread; Zionist-institutional context (Keren Hayesod), presumed Palestine-internal.	Attribution from divider p52. Only letterhead fragments captured (p58); p59 blank.
0047-4-D14	62-64	Feiwel letter, Safed — on the death of Shmarya Levin	1935-06-17	letter	de	Berthold Feiwel	Leonie Landsberg	Safed; Jerusalem; Tel Aviv	Berthold Feiwel; Shmarya Levin; Salman Schocken	מכתב מברתולד פייבל, צפת, 17 ביוני 1935, אל לאוני לנדסברג, שבוע לאחר מות שמריהו לוין: אבל על אובדן "גדול שאין לו תחליף", צער על שהידיעה הגיעה אליו רק בשעת ההלוויה, הפצרה ב"היא" (אלמנתו של לוין?) לבוא לצפת והזמנה ללאוני ולאלפרד לבקר; מזכיר את השלמת התרגום בתיאום עם שוקן.	Brief von Berthold Feiwel, Safed, 17. Juni 1935, an Leonie Landsberg, eine Woche nach Schmarja Levins Tod: Trauer um einen unersetzlichen, "Einzigen und Letzten seiner Art", Bedauern, die Nachricht erst zur Stunde des Begräbnisses erhalten zu haben, die dringende Bitte an "sie" (Levins Witwe?), nach Safed zu kommen, und eine Einladung an Leonie und Alfred; Erwähnung der Fertigstellung einer Übersetzung im Einverständnis mit Schocken.	Letter from Berthold Feiwel, Safed, 17 June 1935, to Leonie Landsberg, a week after Shmarya Levin's death: grief for an irreplaceable friend, "unique and the last of his kind"; regret that the news reached him only at the hour of the funeral; he urges "her" (Levin's widow?) to come to Safed and invites Leonie and Alfred; mentions finishing a translation in agreement with Schocken.	false	Mourning letter within the Palestine Zionist circle; no Heimat discourse.	Signature read "Bfrirel" = B. Feiwel. Second signatory/greeting from "Frl. Willer(?)" p63. The translation is possibly of Levin's memoirs for Schocken.
0047-4-D15	65-69	Feiwel letter, London (75 Great Russell St.)	1927-10-07	letter	de	Berthold Feiwel	Leonie Landsberg	London; Montreux; Basel(?)	Berthold Feiwel	מכתב מפייבל מלונדון (רחוב גרייט ראסל 75, משרדי ההסתדרות הציונית), 7 באוקטובר 1927, אל לאוני לנדסברג: תיאור שנון של הנחיתה בערפל הלונדוני אחרי שהות במונטרה והפלגות סוערות; תודה על התצלומים; והתנצלות על שהיה "בן-לוויה מפוקפק" בימי הקונגרס ועל שהכביד על טוב-לבה.	Brief Feiwels aus London (75 Great Russell Street, Sitz der Zionistischen Organisation), 7. Oktober 1927, an Leonie Landsberg: witzige Schilderung der Ankunft im Londoner Nebel nach Montreux und stürmischen Überfahrten; Dank für die Aufnahmen; Entschuldigung, während des Kongresses ein "zweifelhafter Gesellschafter" gewesen zu sein und ihre freundliche Güte überbeansprucht zu haben.	Letter from Feiwel in London (75 Great Russell Street, Zionist Organisation HQ), 7 October 1927, to Leonie Landsberg: a witty account of landing in London fog after Montreux and rough sea crossings; thanks for the photographs; apologies for having been a "doubtful companion" during the (15th Zionist) Congress and for overtaxing her kindness.	false	Pre-1933 personal correspondence; no Heimat discourse.	Congress = 15th Zionist Congress, Basel, Aug-Sept 1927. pp.68-69 blank.
0047-4-D16	70-73	Feiwel letter, Safed — thanks after his birthday celebration	1935-09-13	letter	de	Berthold Feiwel	Leonie & Alfred Landsberg	Safed	Berthold Feiwel	מכתב מפייבל, צפת, 13 בספטמבר 1935: כותב ממיטתו (חום קל) בתוך שפע התכתבויות, ומודה מקרב לב ללאוני ולאלפרד על השתתפותם בחגיגת יום הולדתו (השישים) שערכו ידידיו, על המתנה היפה ובעיקר על ידידותם רבת-השנים; בשולי המכתב שורות ברכה "לכל המשפחה".	Brief Feiwels, Safed, 13. September 1935: Vom Bett aus (leichtes Fieber) inmitten einer Fülle von Korrespondenz dankt er Leonie und Alfred herzlich für ihre Teilnahme an der von seinen Freunden gestalteten Geburtstagsfeier (sein 60.), für das schöne Geschenk und vor allem für die langjährige freundschaftliche Zuneigung; Nachschrift mit Grüßen "an die ganze Mischpache".	Letter from Feiwel, Safed, 13 September 1935: writing from bed (a light fever) amid a flood of correspondence, he warmly thanks Leonie and Alfred for taking part in the birthday celebration arranged by his friends (his 60th), for the fine gift, and above all for their long-standing friendship; postscript with greetings "to the whole mishpachah".	false	Personal correspondence within Palestine; no Heimat discourse.	Signature read "Bkird" = B. Feiwel. p71 contains overlapping postscript lines (possibly by his wife) — NEEDS human check. pp.72-73 blank.
0047-4-D17	74	Feiwel letter, Berlin	c.1932	letter	de	Berthold Feiwel	Alfred & Leonie Landsberg	Berlin; London; Frankfurt am Main	Berthold Feiwel	מכתב קצר מפייבל מברלין (בסביבות 1932) אל "ד"ר היקר והגברת לאוני": תודה על דבריהם הלבביים; הוא שב היום ללונדון ויקדיש את השבועות הקרובים ל"קור-המשך" אחרי הטיפול הרפואי בברלין; מגיב להזמנה הידידותית להשתתפות לאוני ביום הצירים בפרנקפורט.	Kurzer Brief Feiwels aus Berlin (um 1932) an "lieber Dr. und Frau Leonie": Dank für die herzliche Zuschrift; er kehrt noch am selben Tag nach London zurück und will die nächsten Wochen einer Nachkur nach der Berliner Behandlung widmen; er geht auf die freundliche Einladung zur Teilnahme Frau Leonies am Frankfurter Delegiertentag ein.	Short letter from Feiwel, Berlin (c.1932), to "dear Dr. and Frau Leonie": thanks for their warm note; he returns to London that same day and will devote the coming weeks to a follow-up cure after his Berlin medical treatment; he responds to the friendly invitation concerning Frau Leonie's participation in the Frankfurt Delegiertentag (ZVfD delegates' assembly).	false	Pre-1933 personal/organisational correspondence; no Heimat discourse.	Date line garbled ("Berlin. 7132"); c.1932 inferred from the Frankfurter Delegiertentag reference. Signature read "Bhirel" = B. Feiwel.
0047-4-D18	76-79	Alfred Landsberg to Leonie — Vienna, 14th Zionist Congress	1925-08-21	letter	de	Alfred Landsberg	Leonie Landsberg	Vienna; Wiesbaden	Alfred Landsberg; Vladimir Jabotinsky; Chaim Weizmann; Goldberg	מכתב מאלפרד לנדסברג מווינה אל רעייתו לאוני ("אהובתי היחידה"), 21 באוגוסט [1925], מן הקונגרס הציוני הי"ד: ישיבת המועצה הסתיימה; ז'בוטינסקי נאם "בשליטה רטורית מופתית" אך על בסיס השקפה שהם דוחים; הוויכוח הכללי ייחתם ביום ראשון בתשובת ויצמן; גולדברג נבחר ליו"ר ועדת הפרמננץ מטעם האמריקנים; היערכות משטרתית גדולה אך ארבעה ימי דיונים ללא הפרעה; שיחה עניינית עם ויצמן בערב.	Brief Alfred Landsbergs aus Wien an seine Frau Leonie ("Mein Geliebtes, Einziges"), 21. August [1925], vom 14. Zionistenkongress: Die Ratssitzung ist vorüber; Jabotinsky sprach "rhetorisch meisterhaft", doch auf einer abgelehnten Anschauung fußend; die Generaldebatte wird Sonntag mit Weizmanns Antwort geschlossen; Goldberg ist Vorsitzender des Permanenz-Ausschusses geworden; großes Polizeiaufgebot, aber vier ungestörte Kongresstage; abends eine sachliche Besprechung mit Weizmann.	Letter from Alfred Landsberg in Vienna to his wife Leonie ("Mein Geliebtes, Einziges"), 21 August [1925], from the 14th Zionist Congress: the council session is over; Jabotinsky spoke "rhetorically masterful" but on a viewpoint they reject; the general debate will close Sunday with Weizmann replying; Goldberg has become chairman of the Permanenz committee for the Americans; a large police deployment but four undisturbed days; an evening substantive talk with Weizmann.	false	Pre-1933 Zionist Congress reportage between spouses; no Heimat discourse.	Year read "1)23" but content (Vienna, Jabotinsky, Weizmann reply) fits the 14th Congress, Vienna 1925. Folded-sheet reading order: pp.76-79-77-78. Not listed in the legacy folder description.
0047-4-D19	80-83	Alfred Landsberg to Leonie — Vienna, eve of the Congress	1925-08-16	letter	de	Alfred Landsberg	Leonie Landsberg	Vienna; Nuremberg; Wiesbaden	Alfred Landsberg; Chaim Weizmann; Vera Weizmann; Betty Frankenstein; Felix Rosenblüth	מכתב מאלפרד לנדסברג ממלון ארצהרצוג קרל (קרנטנרשטראסה) בווינה, 16 באוגוסט [1925], אל לאוני: נסיעה נוחה בקרון שינה דרך נירנברג; מזוודות ויצמן נמסרו בשלמותן; ארוחת צהריים עם הזוג ויצמן; וינה שקטה ואין מרגישים בה את הקונגרס; מחר ישיבה ראשונה של ה"לנדסמנשפט" הגרמנית; שיחות עם בטי פרנקנשטיין ופליקס רוזנבליט על מצבו של ויצמן; ישיבת הפתיחה ביום שני בשבע בלבוש חגיגי.	Brief Alfred Landsbergs aus dem Hotel Erzherzog Karl (Kärntnerstraße), Wien, 16. August [1925], an Leonie: gute Fahrt im Schlafwagen über Nürnberg; Weizmanns Gepäck tadellos abgeliefert; Mittagessen mit den Weizmanns; Wien macht einen völlig ruhigen Eindruck; morgen die erste Sitzung der deutschen Landsmannschaft; Gespräche mit Betty Frankenstein und Felix Rosenblüth über Weizmanns Zustand; Eröffnungssitzung Montag um 7 Uhr in festlicher Kleidung.	Letter from Alfred Landsberg, Hotel Erzherzog Karl (Kärntnerstraße) Vienna, 16 August [1925], to Leonie: a comfortable sleeping-car journey via Nuremberg; Weizmann's luggage delivered intact; lunch with the Weizmanns; Vienna entirely calm before the Congress; the German Landsmannschaft's first session next morning; talks with Betty Frankenstein and Felix Rosenblüth about Weizmann's condition; opening session Monday at 7 pm in formal dress.	false	Pre-1933 Zionist Congress reportage between spouses; no Heimat discourse.	Folded-sheet reading order: pp.80-83-81-82. He is "curious and anxious" to meet Frau Weizmann. Not listed in the legacy folder description.
0047-4-D20	85-89	Thank-you letter from Chief Rabbi H.P. Chajes	192[?] (c.1925-26)	letter	de	Hirsch Perez Chajes	Alfred Landsberg	Vienna; Wiesbaden	Hirsch Perez Chajes	מכתב תודה מהרב הראשי של וינה, פרופ' צבי פרץ חיות, אל ד"ר אלפרד לנדסברג בוויסבאדן (פארקשטראסה): תודה לבבית על האיחולים, זיכרון "הימים היפים בביתכם" ו"הילדות המתוקות" שאת תמונותיהן הוא מרבה להראות; חתום "בנאמנות". מצורפים מעטפה ודף עם הכותרת המודפסת "ד"ר ה.פ. חיות, רב ראשי".	Dankesbrief des Wiener Oberrabbiners Prof. H.P. Chajes an Dr. Alfred Landsberg, Wiesbaden (Parkstraße): herzlicher Dank für die lieben Wünsche, freudige Erinnerung an "die schönen Tage in Ihrem Heime" und an die "süßen Mädelchen", deren Bilder er häufig zeigt. Mit Umschlag und gedrucktem Briefkopf "Dr. H.P. Chajes Oberrabbiner".	Thank-you letter from Vienna Chief Rabbi Prof. H.P. Chajes to Dr. Alfred Landsberg, Wiesbaden (Parkstraße): warm thanks for their good wishes, fond memories of "the lovely days in your home" and of the "sweet little girls" whose pictures he often shows. With envelope and printed letterhead "Dr. H.P. Chajes Oberrabbiner".	false	Pre-1933 personal correspondence; affectionate memory of a Wiesbaden visit, but no post-1933 Heimat discourse.	Undated (divider says 1926; Chajes died Dec 1927). The "Mädelchen" are presumably the Landsberg daughters. pp.87,89 blank.
