dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0103-001-R0010,IL-MTFN-001-G-F-0103-001,Report on Bernhard Gelbard's Activities,"1934-1941, דו""ח על פעילות של ברנהרט גלבאט Bernhard Gelbard, עם השם Gelle und sein Schicksal, einer unter uns, ודוח Bericht über die Ereignisse der letzten zwei Monate, insbesondere die Flucht der Mittleren;Hachschara vom Kibbuz Grochow, מודפס גרמנית;","1934-1941, Bericht über die Aktivitäten von Bernhard Gelbard, mit dem Namen Gelle und sein Schicksal, einer unter uns, und Bericht über die Ereignisse der letzten zwei Monate, insbesondere die Flucht der Mittleren; Hachschara vom Kibbuz Grochow, gedruckt auf Deutsch;","1934-1941, Report on the activities of Bernhard Gelbard, with the name Gelle and his fate, one among us, and report on the events of the last two months, especially the escape of the middle ones; Hachshara from Kibbutz Grochow, printed in German;",German,דוח|Report,typewriting,original,Bernhard Gelbard,1934,1941,,
IL-MTFN-001-G-F-0104-008-R0001,IL-MTFN-001-G-F-0104-008,Meeting Report on New Settlements and Zionist Education,"העתק, דוח מישיבה (המסגרת לא נתונה) עם ציון כל המשתתפים ביניהם גם רובשוב Rubaschow (לימים פנחס רוזן) ולודוויג שטראוס ואחרים. בישיבה דובר על התיישבות חדשה בפלשתינה, על סוציאליזם חברתי חדש. רוצים לשלוח נציג של הארגון לפולניה ומציעים את מרטין בובר Martin Buber כדי שידבר בורשה וכמו כן יבדוק את הנעשה בביה""ס של ""החלוץ"" בצ'יאסטוחאו Czeustochau. מדובר גם על פעילות רחבה למען החינוך הציוני של הנוער בגרמניה והכנת מקומות קליטה לנוער בפלשתינה. גרמנית הדפסה, ינואר 1918.","Kopie, Protokoll einer Sitzung (der Rahmen ist nicht angegeben) mit Angabe aller Teilnehmer, darunter auch Rubaschow (später Pinchas Rosen) und Ludwig Strauss und andere. In der Sitzung wurde über neue Siedlungen in Palästina, über neuen sozialen Sozialismus gesprochen. Man möchte einen Vertreter der Organisation nach Polen schicken und schlägt Martin Buber vor, damit er in Warschau spricht und auch die Schule von ""HaChalutz"" in Czeustochau überprüft. Es wird auch über umfangreiche Aktivitäten zur Förderung der zionistischen Erziehung der Jugend in Deutschland und die Vorbereitung von Aufnahmeplätzen für die Jugend in Palästina gesprochen. Deutsch, Maschinenschrift, Januar 1918.","Copy, report from a meeting (the framework is not provided) with mention of all participants including Rubaschow (later Pinchas Rosen) and Ludwig Strauss and others. The meeting discussed new settlements in Palestine, about new social socialism. They want to send a representative of the organization to Poland and suggest Martin Buber to speak in Warsaw and also check the happenings at the ""HaChalutz"" school in Czeustochau. There is also talk of extensive activities for the Zionist education of youth in Germany and preparing reception places for youth in Palestine. German typewritten, January 1918.",German,דוח|Report,typewriting,copy,,1918-01,,,
IL-MTFN-001-G-F-0113-012-R0001,IL-MTFN-001-G-F-0113-012,"Hoppla, אנחנו נוסעים לארץ הוויקיטים","Hoppla wir fahren ins Wikingerland; תרגום: הופלה, אנחנו נוסעים לארץ הוויקיטים ד""ר פריץ וולף כותב דוח הנסיעות לנורבגיה וגרמניה ומקדיש אותו לחבריו בנסיעה. הנסיעה היתה בקבוצה עם מדריכים. בתיק גם רשימוה של חברי הקבוצה. 1989, 121 עמודים","Hoppla, wir fahren ins Wikingerland; Übersetzung: Hoppla, wir fahren ins Wikingerland. Dr. Fritz Wolf schreibt einen Reisebericht nach Norwegen und Deutschland und widmet ihn seinen Mitreisenden. Die Reise war in einer Gruppe mit Führern. In der Mappe befindet sich auch eine Liste der Gruppenmitglieder. 1989, 121 Seiten","Hoppla, we're going to Vikingland; Translation: Hoppla, we're going to Vikingland. Dr. Fritz Wolf writes a travel report to Norway and Germany and dedicates it to his fellow travelers. The trip was in a group with guides. The folder also contains a list of group members. 1989, 121 pages",Hebrew|German,דוח|Report|רשימה|List,typewriting,original,Dr. Fritz Wolf,1989,,,121
IL-MTFN-001-G-F-0113-016-R0002,IL-MTFN-001-G-F-0113-016,"Result of the IDF Exhibition, 1968","Fazit der Zahal;Ausstellung von Fritz Wolf ; תרגום: תוצאת תערוכת צה""ל, 4 עמודים, 1968",Ergebnis der Zahal-Ausstellung; Ausstellung von Fritz Wolf,Result of the IDF exhibition; Exhibition by Fritz Wolf,Hebrew|German,Translated Document,typewriting,original,,1968,,,4
IL-MTFN-001-G-F-0113-038-R0003,IL-MTFN-001-G-F-0113-038,Musical Riddle Material,"Musikalische Rätzel; Material und Reportage ; תרגום: חומר לכתבה; חידון מוזיקלי, 10 עמודים, לא מושלם, אין תאריך;","Musikalisches Rätsel; Material und Reportage; Übersetzung: Material für einen Artikel; Musikalisches Quiz, 10 Seiten, unvollständig, kein Datum;","Musical riddle; Material and reportage; Translation: Material for an article; Musical quiz, 10 pages, incomplete, no date;",Unspecified,Report,,other,,,,,10
IL-MTFN-001-G-F-0113-040-R0020,IL-MTFN-001-G-F-0113-040,Der Referendar und das Gefängniswesen,5 עמודים 1936 Der Referendar und das Gefängniswesen,5 Seiten 1936 Der Referendar und das Gefängniswesen,5 pages 1936 The Referendar and the Prison System,German,Report,,original,,1936,,,5
IL-MTFN-001-G-F-0113-067-R0006,IL-MTFN-001-G-F-0113-067,Annual Report of the Jewish Community in Germany 1969/1970,"1969/1970 חוברת דוח שנתי של הקהילה היהודית בגרמניה Jüdische Gemeinschaft in Deutschland Jahresbericht, Dr. H.G. van Dam","1969/1970 Jahresbericht der jüdischen Gemeinschaft in Deutschland, Dr. H.G. van Dam","1969/1970 Annual Report of the Jewish Community in Germany, Dr. H.G. van Dam",German|Hebrew,חוברת|Booklet|דוח|Report,print,original,,1969,1970,,
IL-MTFN-001-G-F-0140-001-R0006,IL-MTFN-001-G-F-0140-001,"Report on Blau-Weiß Meetings in Nahariya, 1962",דין וחשבון על מפגשי בלאו;וייס בארץ ומאחורי הדפים האלה נכתב בכתב יד סיכומי נאומים של חברי האירגון שספרו על התאקלמותם בארץ ומה הייתה בלאו;וייס תרם להם בהתאקלמות זאת; כפי הנראה מהמפגש בנהריה ב 1962,"Bericht über die Treffen von Blau-Weiß im Land und hinter diesen Seiten sind handschriftliche Zusammenfassungen von Reden der Mitglieder der Organisation geschrieben, die über ihre Eingewöhnung im Land berichteten und was Blau-Weiß zu dieser Eingewöhnung beigetragen hat; offenbar vom Treffen in Nahariya im Jahr 1962",Report on the Blau-Weiß meetings in the country and behind these pages are handwritten summaries of speeches by members of the organization who reported on their acclimatization in the country and what Blau-Weiß contributed to this acclimatization; apparently from the meeting in Nahariya in 1962,Hebrew,דוח|Report,handwriting,original,,1962,,,
IL-MTFN-001-G-F-0140-001-R0011,IL-MTFN-001-G-F-0140-001,1919 Report on the State of the Fund,1919 דין וחשבון על מצב הקופה,1919 Bericht über den Zustand der Kasse,1919 Report on the state of the fund,Hebrew,דוח|Report,,original,,1919,,,
IL-MTFN-001-G-F-0180-001-R0005,IL-MTFN-001-G-F-0180-001,30 Years of Activity in Israel's Economy,"30 שנות פעילות בבננין כלכלת ישראל; מחשבות והערות לציון יובל 30 שנת למחלבת נהריה שטראוס בע""מ ולכבוד יום הולדת ה;60 של דר ריכרד שטראוס.",30 Jahre Tätigkeit im Aufbau der israelischen Wirtschaft; Gedanken und Anmerkungen zum 30-jährigen Jubiläum der Molkerei Nahariya Strauss Ltd. und zum 60. Geburtstag von Dr. Richard Strauss.,30 years of activity in building the economy of Israel; Thoughts and remarks on the 30th anniversary of the Nahariya Strauss Ltd. dairy and in honor of Dr. Richard Strauss's 60th birthday.,Hebrew,Report,,original,Dr. Richard Strauss,,,,
IL-MTFN-001-G-F-0185-002-R0003,IL-MTFN-001-G-F-0185-002,Computer Pages on the History of Jews in Frankfurt,דפי מחשב מבית התפוצות לנושא ההיסטוריה של יהודי פרנקפורט על המיין.,Computerblätter aus dem Diaspora-Museum zum Thema Geschichte der Juden in Frankfurt am Main.,Computer pages from the Diaspora Museum on the subject of the history of Jews in Frankfurt am Main.,Hebrew,מסמך מתורגם|Translated Document,print,original,,,,,
IL-MTFN-001-G-F-0186-002-R0012,IL-MTFN-001-G-F-0186-002,Transport Information of Garzon Family,דפי מחשב מבית טרזין עם מידע על הטרנספורט של משפחת גרזון לטרזיינשטדט ואושויץ.,Computerblätter aus Theresienstadt mit Informationen über den Transport der Familie Garzon nach Theresienstadt und Auschwitz.,Computer sheets from Theresienstadt with information about the transport of the Garzon family to Theresienstadt and Auschwitz.,Hebrew,מסמך מתורגם|Translated Document,print,original,,,,,
IL-MTFN-001-G-F-0267-009-R0001,IL-MTFN-001-G-F-0267-009,Collection of Lilien's Military Documents and Report,אסופה (ככל הנראה אוטו ליליין הדפיס את דוח אביו; לאסופה 3 עותקים) עם צילומי מסמכים של החייל ליליין + דוח שכתב ליליין בעת שרותו בתורכיה בו הוא מתייחס לערים בהן שהה בתורכיה ובסוריה; מעניין מאד.,"Sammlung (vermutlich druckte Otto Lilien den Bericht seines Vaters; die Sammlung enthält 3 Kopien) mit Fotografien von Dokumenten des Soldaten Lilien + Bericht, den Lilien während seines Dienstes in der Türkei schrieb, in dem er sich auf die Städte bezieht, in denen er in der Türkei und in Syrien war; sehr interessant.",Collection (presumably Otto Lilien printed his father's report; the collection contains 3 copies) with photographs of documents of the soldier Lilien + report written by Lilien during his service in Turkey in which he refers to the cities he stayed in Turkey and Syria; very interesting.,Hebrew|German,Report|Photograph,print,copy,Lilien,,,,
IL-MTFN-001-G-F-0276-006-R0001,IL-MTFN-001-G-F-0276-006,List of Jewish Doctors in Cologne (1918-1945),רשימת הרופאים היהודים בקלן בשנים 1918-1945.,Liste der jüdischen Ärzte in Köln in den Jahren 1918-1945.,List of Jewish doctors in Cologne in the years 1918-1945.,Hebrew,רשימה|List,,original,,,,,
IL-MTFN-001-G-F-0276-015-R0017,IL-MTFN-001-G-F-0276-015,Research Work on Diabetes by Prof. Dr. Voswinkel,עבודת מחקר על הסכרת שעשה Prof. Dr. Voswinkel,Forschungsarbeit über Diabetes von Prof. Dr. Voswinkel,Research work on diabetes by Prof. Dr. Voswinkel,Unspecified,מאמר מדעי|Academic Paper,,original,Prof. Dr. Voswinkel,,,,
IL-MTFN-001-G-F-0276-020-R0008,IL-MTFN-001-G-F-0276-020,1969 Report on Haifa Branch by Heinrich Zvi Schopler,1969 דין וחשבון בגרמנית על סניף חיפה מאת היינריך צבי שופלר,1969 Bericht auf Deutsch über die Niederlassung Haifa von Heinrich Zvi Schopler,1969 Report in German on the Haifa branch by Heinrich Zvi Schopler,German,דוח|Report,,original,Heinrich Zvi Schopler,1969,,,
IL-MTFN-001-G-F-0305-001-R0002,IL-MTFN-001-G-F-0305-001,Review of Ahlem School 1921-1922,העתק של סקירה על בית ספר אהלם מנובמבר 1921 עד נובמבר 1922; 1922,Kopie einer Übersicht über die Schule Ahlem von November 1921 bis November 1922; 1922,Copy of a review of the Ahlem School from November 1921 to November 1922; 1922,Unspecified,Report,,copy,,1922,,,
IL-MTFN-001-G-F-0316-001-R0001,IL-MTFN-001-G-F-0316-001,10 שנות עבודה למען הנוער היהודי,"תרגום לעברית מגרמנית של חוברת עם הכותרת: 10 שנות עבודה למען הנוער היהודי; דוח עבור ידידי 'אהבה' ברלין 1922;1932 המתרגם הוא תלמיד לשעבר של המוסד, חתום ב- Otto ( לימים ישראל וייס חניך לשעבר של מוסד אהבה). החוברת/הדו""ח נכתב ,במקור, ע""י Minna Mühsam.","Übersetzung ins Hebräische aus dem Deutschen einer Broschüre mit dem Titel: 10 Jahre Arbeit für die jüdische Jugend; Bericht für die Freunde von 'Ahava' Berlin 1922;1932. Der Übersetzer ist ein ehemaliger Schüler der Institution, unterschrieben von Otto (später Israel Weiss, ehemaliger Schüler der Ahava-Institution). Die Broschüre/der Bericht wurde ursprünglich von Minna Mühsam verfasst.","Translation into Hebrew from German of a booklet titled: 10 Years of Work for Jewish Youth; Report for the Friends of 'Ahava' Berlin 1922;1932. The translator is a former student of the institution, signed by Otto (later Israel Weiss, a former student of the Ahava institution). The booklet/report was originally written by Minna Mühsam.",Hebrew|German,חוברת|Booklet|דוח|Report,typewriting,original,Minna Mühsam,,1932,,
IL-MTFN-001-G-F-0341-009-R0001,IL-MTFN-001-G-F-0341-009,Materials on Minerals in Sand in Palestine,"החומרים בתיק זה מצוינים בקטלוג י. פייגה במספר 2, הנושאים: 1.המינרלים שבחול בפלשתינה וסביבתם. אנגלית.","Die Materialien in dieser Akte sind im Katalog von J. Feige unter Nummer 2 aufgeführt, die Themen: 1. Die Mineralien im Sand in Palästina und ihrer Umgebung. Englisch.","The materials in this file are listed in the J. Feige catalog under number 2, the topics: 1. The minerals in the sand in Palestine and their surroundings. English.",English,מסמך מתורגם|Translated Document,,other,,,,,
IL-MTFN-001-G-F-0341-009-R0002,IL-MTFN-001-G-F-0341-009,Report on Electrical Phenomena by Jacob Kaswan,"דוח על מספר תופעות חשמל פנומנליות באטמוספירה, כתב יעקב קצבן Jacob Kaswan, חיפה. אנגלית.","Bericht über mehrere phänomenale elektrische Erscheinungen in der Atmosphäre, geschrieben von Jakob Kaswan, Haifa. Englisch.","Report on several phenomenal electrical phenomena in the atmosphere, written by Jacob Kaswan, Haifa. English.",English,דוח|Report,,original,Jacob Kaswan,,,,
IL-MTFN-001-G-F-0341-009-R0003,IL-MTFN-001-G-F-0341-009,Formation of Dust Deposits in the Atmosphere,"התהוות משקעי אבק באטמוספירה, כתב ו. פרומן ור. פייגה. אנגלית.","Entstehung von Staubablagerungen in der Atmosphäre, geschrieben von W. Froman und R. Feige. Englisch.","Formation of dust deposits in the atmosphere, written by W. Froman and R. Feige. English.",English,מאמר|Article,,original,,,,,
IL-MTFN-001-G-F-0341-011-R0001,IL-MTFN-001-G-F-0341-011,Reports and Participant Lists of the 1947 International Meteorological Organization Conference,דוחות ורשימות המשתתפים בועידה של הארגון המטאורולוגי הבינלאומי ב-1947.,Berichte und Teilnehmerlisten der Konferenz der Internationalen Meteorologischen Organisation im Jahr 1947.,Reports and lists of participants at the conference of the International Meteorological Organization in 1947.,Hebrew|Other,דוח|Report|רשימה|List,,original,,1947,,,
IL-MTFN-001-G-F-0341-011-R0002,IL-MTFN-001-G-F-0341-011,"Activity Report of the Department of Agricultural Meteorology, Buenos Aires","דוח פעילות המחלקה למטאורולוגיה חקלאית מבואנוס איירס, ארגנטינה 1938;1947.","Aktivitätsbericht der Abteilung für Agrarmeteorologie aus Buenos Aires, Argentinien 1938;1947.","Activity report of the Department of Agricultural Meteorology from Buenos Aires, Argentina 1938;1947.",Hebrew|עברית,דוח|Report,print,original,,1938,1947,,
IL-MTFN-001-G-F-0341-011-R0009,IL-MTFN-001-G-F-0341-011,"Decisions of the International Meteorology Conference, 1947","החלטות הועידה הבילאומית למטאורולוגיה, טורונטו, קנדה, אוגוסט 1947.","Beschlüsse der internationalen Meteorologiekonferenz, Toronto, Kanada, August 1947.","Decisions of the International Meteorology Conference, Toronto, Canada, August 1947.",Unspecified,דוח|Report,,original,,1947-08,,,
IL-MTFN-001-G-F-0341-011-R0010,IL-MTFN-001-G-F-0341-011,Final Report from the Seventh Conference of the International Meteorological Organization,"דוח סופי מהכנס השביעי של הארגון הבינלאומי למטאורולוגיה, המחלקה למטאורולוגיה חקלאית בה כיהן רודולף פייגה כסגן הנשיא, 31 עמודים, ספטמבר 1947.","Abschlussbericht der siebten Konferenz der Internationalen Meteorologischen Organisation, Abteilung für Agrarmeteorologie, in der Rudolf Feige als Vizepräsident tätig war, 31 Seiten, September 1947.","Final report from the seventh conference of the International Meteorological Organization, the Department of Agricultural Meteorology where Rudolf Feige served as vice president, 31 pages, September 1947.",German,דוח|Report,print,original,Rudolf Feige,1947-09,,,31
IL-MTFN-001-G-F-0341-012-R0002,IL-MTFN-001-G-F-0341-012,Long-term Forecast 1925,2. Langfristige Prognose 1925,Langfristige Prognose 1925,Long-term Forecast 1925,Unspecified,דוח|Report,,original,,1925,,,
IL-MTFN-001-G-F-0341-012-R0003,IL-MTFN-001-G-F-0341-012,Krieterner Research 1925,3. Krieterner Forschungen 1925,3. Krieterner Forschungen 1925,3. Krieterner Research 1925,Unspecified,לא מזוהה,,other,,1925,1925,,
IL-MTFN-001-G-F-0341-012-R0004,IL-MTFN-001-G-F-0341-012,Periodically Occurring Föhne 1927,4. Periodisch auftretende Föhne 1927,4. Periodisch auftretende Föhne 1927,4. Periodically occurring Föhne 1927,German,Report,,original,,1927,,,
IL-MTFN-001-G-F-0341-012-R0008,IL-MTFN-001-G-F-0341-012,Experiences with the District Weather Service 1927,8. Erfahrungen mit dem Kreiswetterdienst 1927,8. Erfahrungen mit dem Kreiswetterdienst 1927,8. Experiences with the District Weather Service 1927,German,Report,,original,,1927,,,
IL-MTFN-001-G-F-0341-012-R0009,IL-MTFN-001-G-F-0341-012,Organization of the Official Winter Sports Weather Service 1927,9. Wie der Amtliche Wintersport;Wetterdienst organisiert ist 1927,Wie der Amtliche Wintersport;Wetterdienst organisiert ist 1927,How the Official Winter Sports; Weather Service is organized 1927,German,Report,,original,,1927,,,
IL-MTFN-001-G-F-0341-012-R0014,IL-MTFN-001-G-F-0341-012,"Amtlicher Wintersportwettedienst, Berlin, 1933","14. Amtlicher Wintersportwettedienst פרסום של המחלקה המטאורולוגית, ברלין, 1933.","Amtlicher Wintersportwettedienst Veröffentlichung der meteorologischen Abteilung, Berlin, 1933.","Official Winter Sports Weather Service publication of the Meteorological Department, Berlin, 1933.",German,דוח|Report,print,original,,1933,1933,,
IL-MTFN-001-G-F-0341-012-R0017,IL-MTFN-001-G-F-0341-012,Relationships between periodic valley winds and meteorological factors,17. Über Beziehungen zwischen periodische Talwinden und verschiedenen meteorologischen Faktoren; geschrieben von Fritz Bondy,Über Beziehungen zwischen periodische Talwinden und verschiedenen meteorologischen Faktoren; geschrieben von Fritz Bondy,On the relationships between periodic valley winds and various meteorological factors; written by Fritz Bondy,German,מאמר|Article,handwriting,original,Fritz Bondy,,,,
IL-MTFN-001-G-F-0341-012-R0019,IL-MTFN-001-G-F-0341-012,"Climatographic Monthly Overview for Lower and Upper Silesia, 1932","19. Klimatographische Monatsübersicht, für die Provinzen Nieder;u. Oberschlesien; Herausgegeben von Meteorologischen Observatorium Breslau;Krieten 1932","19. Klimatographische Monatsübersicht, für die Provinzen Nieder- und Oberschlesien; Herausgegeben von Meteorologischen Observatorium Breslau; Krieten 1932","19. Climatographic Monthly Overview, for the provinces of Lower and Upper Silesia; Published by the Meteorological Observatory Breslau; Krieten 1932",German,דוח|Report,print,original,,1932,1932,,
IL-MTFN-001-G-F-0341-014-R0005,IL-MTFN-001-G-F-0341-014,Climate Report for Breslau 1926,"העתק, דוח אקלים עבור ברסלאו 1926, גרמנית הדפסה 3 עמודים. במסמך סומן במס. 16 שאינו מופיע בדף הקטלוג המצורף.","Kopie, Klimabericht für Breslau 1926, Deutsch, Maschinenschrift, 3 Seiten. Im Dokument mit Nr. 16 markiert, die nicht auf dem beigefügten Katalogblatt erscheint.","Copy, climate report for Breslau 1926, German, typewritten, 3 pages. Marked in the document with No. 16, which does not appear on the attached catalog page.",German,דוח|Report,typewriting,copy,,1926,,,3
