doc_id	page_range	title	date_text	doc_type	languages	from_person	to_person	places	persons	description_he	description_de	description_en	is_heimat_relevant	heimat_rationale	notes
0422-S11	185-235	26th Annual Scholars' Conference on the Holocaust and the Churches — program	1996-03-03/05	conference_program	en			Minneapolis	Marcia Sachs Littell; Zev Garber; Rachel Feldhay Brenner	חוברת תוכניית הכנס ה-26 של החוקרים על השואה והכנסיות, מיניאפוליס 1996	Programmheft der 26. Scholars' Conference, Minneapolis 1996	Program booklet of the 26th Annual Scholars' Conference, Minneapolis 1996	false	Academic conference; participation material.	Silver Anniversary; incl. abstracts + floor plans.
0422-S12	236-241	Article on the Neubauer family / Jakob Neubauer	n.d.	article	de			Leipzig; Berlin; Galizien	Jakob Neubauer; Hermann Neubauer	מאמר ביוגרפי על משפחת נויבאואר ויעקב נויבאואר	Biographischer Artikel über die Familie Neubauer / Jakob Neubauer	Biographical article on the Neubauer family / Jakob Neubauer	false	No direct Berlinger/home-town link.	
0422-S13	242-248	Ecumenical service order + Simon Berlinger lecture invitation, Berlichingen 17.11.1968	1968-11-17	invitation_program	de	Kath. Gemeinde Berlichingen	Simon Berlinger	Berlichingen	Simon Berlinger	תיק קטן סביב אירועי הזיכרון בברליכינגן בנובמבר 1988, ולצדם מסמך מנהלי מוקדם יותר. כלולים בו סדר תפילה מודפס של טקס אקומני (פרלוד לעוגב, מזמורים ובהם 'Laß uns in deinem Namen, Herr', קריאת תהלים ק"ל ודברי דרשה), התואם את טקס הזיכרון של 9 בנובמבר 1988, וכן הזמנה להרצאה ושיחה עם שמעון ברלינגר על "חיים יהודיים ומנהגים יהודיים" בשעה 20:00 בבית הקהילה הקתולי בברליכינגן ביום חמישי, 17.11 — השנה מודפסת או נקראת "1968", אך ההודעות הנלוות (שעת זיכרון באולם החגיגות ב-12 בנובמבר 1988, שעות ביקור 12–20 בנובמבר) מצביעות בבירור על נובמבר 1988. בהמשך תוכנית שעת הזיכרון בברליכינגן מ-12 בנובמבר 1988: תזמורת ומקהלת הכנסייה (בין השאר "שלום חברים" ו"הבאנו שלום"), ראש הרשות קרל הן על תולדות יהודי ברליכינגן ומשמעותם, דברי הכומר שטייב והדקאן שוודר, זיכרונות מפי גוסטב שפכט, "מבט לאחור ולפנים של בן ברליכינגן לשעבר" מפי שמעון ברלינגר, ופתיחת תערוכת הצילומים של ברברה שוודלר "בית העלמין היהודי של ברליכינגן". שני גזירי עיתונות: עמוד עיתון ובו דיוקן של יושב ראש הבונדסטאג פיליפ ינינגר, הציר איש הוהנלוהה שנפל על נאום הזיכרון שלו ל"ליל הבדולח", לצד הכתבה "לוח זיכרון בבראונסבך — התייחדות בברליכינגן", וכן דיווח על ביקורו של ברלינגר בבית העלמין היהודי של ברליכינגן, שם שר את תפילת "אל מלא רחמים" בחנוכת אבן זיכרון. בסוף התיק, בשני עותקים, מכתב של משרד המסים (Finanzamt) בקינצלזאו מ-14 בספטמבר (השנה אינה קריאה; שם הכפייה "שרה" מתארך אותו ל-1939 ואילך), המתיר לאלמנת חקלאי לאחסן את תפוחי האדמה שלה במרתף השייך לביתה לשעבר של "היהודייה מינה שרה קאופמן, אלמנה".	Kleines Dossier zu den Berlichinger Gedenkveranstaltungen vom November 1988, dazu ein älteres Verwaltungsschreiben. Enthalten sind die gedruckte Ordnung eines ökumenischen Gottesdienstes (Orgelvorspiel, Lieder, darunter 'Laß uns in deinem Namen, Herr', Lesung von Psalm 130 mit Ansprache), die dem Gedenkgottesdienst vom 9. November 1988 entspricht, sowie eine Einladung zu Vortrag und Gespräch mit Simon Berlinger über 'Jüdisches Leben und jüdisches Brauchtum' um 20 Uhr im katholischen Gemeindehaus Berlichingen am Donnerstag, dem 17.11. — das Jahr ist als '1968' gedruckt bzw. gelesen, doch die begleitenden Hinweise (Gedenkstunde in der Festhalle am 12. November 1988, Besichtigungszeiten 12.-20. November) verweisen eindeutig auf November 1988. Es folgt das Programm der Berlichinger Gedenkstunde vom 12. November 1988: Musikkapelle und Kirchenchor (u.a. 'Schalom chaverim', 'Hevenu schalom'), Bürgermeister Karl Hehn über Geschichte und Bedeutung der Juden in Berlichingen, Beiträge von Pfarrer Staib und Dekan Schweder, Erinnerungen von Gustav Specht, 'Rückblick und Ausblick eines ehemaligen Berlichingers' von Simon Berlinger und die Eröffnung der Fotoausstellung 'Der Berlichinger Judenfriedhof' von Barbara Schwedler. Zwei Presseausschnitte: eine Zeitungsseite mit einem Porträt des Bundestagspräsidenten Philipp Jenninger, des Hohenloher Abgeordneten, der über seine Gedenkrede zur 'Reichskristallnacht' stürzte, neben dem Artikel 'Gedenktafel in Braunsbach — Gedenken in Berlichingen', sowie ein Bericht über Berlingers Besuch auf dem Berlichinger Judenfriedhof, wo er bei der Einweihung eines Gedenksteins das Totengebet 'El malei rachamim' sang. Den Schluss bildet, in zwei Ausfertigungen, ein Schreiben des Finanzamts Künzelsau vom 14. September (Jahr unleserlich; der Zwangsname 'Sara' datiert es auf 1939 oder später), das einer Landwirtswitwe gestattet, ihre Kartoffeln im Keller des früheren Hauses 'der Jüdin Mina Sara Kaufmann Witwe' einzulagern.	Small dossier around the Berlichingen commemorations of November 1988, together with one earlier administrative document. It contains the printed order of an ecumenical service (organ prelude, hymns including 'Laß uns in deinem Namen, Herr', reading of Psalm 130 with address), matching the memorial service of 9 November 1988, and an invitation to a talk and discussion with Simon Berlinger on 'Jüdisches Leben und jüdisches Brauchtum' (Jewish life and Jewish customs) at 8 p.m. in the Catholic parish hall of Berlichingen on Thursday, 17.11 — the year is printed or read as '1968', but the accompanying notices (memorial hour in the Festhalle on 12 November 1988, viewing hours 12-20 November) point clearly to November 1988. Next comes the program of the Berlichingen memorial hour of 12 November 1988: band and church choir (including 'Schalom chaverim' and 'Hevenu schalom'), mayor Karl Hehn on the history and significance of the Jews of Berlichingen, contributions by Pfarrer Staib and Dekan Schweder, reminiscences by Gustav Specht, 'Rückblick und Ausblick eines ehemaligen Berlichingers' (a former Berlichinger looks back and ahead) by Simon Berlinger, and the opening of Barbara Schwedler's photo exhibition 'Der Berlichinger Judenfriedhof' (the Berlichingen Jewish cemetery). Two press cuttings follow: a newspaper page with a profile of Bundestag president Philipp Jenninger, the Hohenlohe deputy who fell over his 'Reichskristallnacht' memorial speech, alongside the article 'Gedenktafel in Braunsbach — Gedenken in Berlichingen', and a report on Berlinger's visit to the Berlichingen Jewish cemetery, where he sang the memorial prayer 'El malei rachamim' at the dedication of a memorial stone. The dossier closes with a letter of the Künzelsau tax office (Finanzamt), in two copies, dated 14 September (year illegible; the compulsory middle name 'Sara' dates it to 1939 or later), permitting a farmer's widow to store her potatoes in the cellar belonging to the former house of 'the Jewess Mina Sara Kaufmann, widow'.	true	Direct evidence of Berlinger's return-lecture engagement in his home town Berlichingen.	Key document. p.247 Finanzamt Künzelsau leaf.
0422-S14	249-263	Zur Geschichte der Juden in Schwäbisch Hall + memorial-service text naming Berlinger	n.d.	historical_text	de		Simon Berlinger	Schwäbisch Hall; Berlichingen; Haifa	Simon Berlinger	טקסט על תולדות היהודים בשוובּיש הַל + קטע המזכיר את ברלינגר ("לשעבר ברליכינגן, כיום חיפה")	Text zur Geschichte der Juden in Schwäbisch Hall + Gedenktext, der Berlinger nennt	Local Jewish-history text + memorial-service passage: "Herr Berlinger, früher Berlichingen, heute Haifa, nimmt dazu Stellung"	true	Names Berlinger (formerly Berlichingen, now Haifa) participating in a regional memorial service — return engagement.	p.252 key line.
0422-S15	264-278	SHORASHIM / ROOTS — Center of Jewish Studies (study materials)	n.d.	study_material	he			—	A. Grossman; Aaron Demsky	חומרי לימוד "שרשים": יהודי החצר, אסתר, מנדלסון	Lehrmaterialien "Schoraschim" — Zentrum für jüdische Studien	SHORASHIM/ROOTS Center study handouts (court Jews, Esther, Mendelssohn)	false	Adult-education reference material, no Heimat link.	Hebrew.
0422-S16	279-297	Berlinger 1968 invitation reprise + Kristallnacht + Israel/Palestine solidarity materials	1968-1988	mixed_leaflets	de	various		Berlichingen; Schwäbisch Hall; Israel	Simon Berlinger	מקבץ עלונים, גזירי עיתונות וטיוטות מודפסות, רובם קשורים לציון 50 שנה לפוגרום נובמבר 1938 באזור הוהנלוהה, ולצדם שני מכתבים בודדים. בפתחו דף הזמנות לברליכינגן: הרצאה של שמעון ברלינגר על חיים יהודיים ומנהגים יהודיים בבית הקהילה הקתולי ביום חמישי, 17 בנובמבר (בדפוס "1968", אך ברור שהיא שייכת לשבוע הזיכרון של נובמבר 1988), תערוכת הצילומים "בית העלמין היהודי של ברליכינגן" (12–20 בנובמבר 1988) ושעת זיכרון ב-12 בנובמבר 1988. אחריו התוכנייה המודפסת של שעת הזיכרון בברליכינגן — ובה דברי ראש הכפר קרל הן על תולדות יהודי ברליכינגן ומשמעותם, דברי הכומר שטייב והדקאן שוודר, דברי זיכרון של גוסטב שפכט, נאומו של שמעון ברלינגר "מבט לאחור ולפנים של בן ברליכינגן לשעבר" ופתיחת תערוכת הצילומים (צילומים וטקסטים מאת ברברה שוודלר) — וכן כתבת עיתון על האירוע. עלון "50 שנה לליל הבדולח" מפרט אירועי זיכרון ותערוכות בשוובּיש הל, קינצלזאו, אוהרינגן, בראונסבאך ומיכלבאך אן דר ליקה, ובהם שיחות ברלינגר עם תלמידים בגימנסיה סנקט מיכאל בשוובּיש הל (9 בנובמבר 1988) והרצאתו באוהרינגן (10 בנובמבר 1988). בהמשך שני פרסומים משנת 1988 של ארגון "אקציון זינה-צייכן/פרידנסדינסטה" (אות הכפרה/שירותי השלום) בעקבות ההתקוממות הפלסטינית: "קריאה לידידי ישראל" בחתימת קבוצות שלום ישראליות (יש גבול, די לכיבוש, רעות ועוד) ומכתב גלוי ממוספר אל כל מי שעוקבים בדאגה בגרמניה המערבית אחר החדשות מישראל ומהשטחים הכבושים. את חומרי הזיכרון משלימים נאום מודפס במכונת כתיבה, ללא ציון שם הדובר, שנישא בסיום השיחות לציון יום השנה, וסדר תפילה מודפס לטקס זיכרון אקומני לליל הבדולח (תפקידי קריינים, שירים ווידויי אשמה; עמוד אחד מופיע פעמיים). בסוף המקבץ שני מכתבים: חוזר של המועצה העליונה של הקהילה הישראלית בווירטמברג (שטוטגרט, 25 ביוני 1928) בדבר בחינת לימודי הדת היהודיים בבתי הספר התיכוניים בהל, ובו נזכר המורה הרב ד"ר ברלינגר, וכן מכתב לא מתוארך מן התקופה שלאחר המלחמה מעורך הדין ד"ר א' היינמן מנירנברג אל בית הספר הריאלי לבנות בשוובּיש הל, ובו בקשה לאשר לצורך תביעת פיצויים כי מרגה קלרמן לבית הוימן נאלצה לעזוב את בית הספר בדצמבר 1935 בהיותה יהודייה. העמוד הראשון של המקבץ אינו קריא ב-OCR.	Konvolut von Flugblättern, Zeitungsausschnitten und Typoskripten, größtenteils im Zusammenhang mit dem 50. Jahrestag des Novemberpogroms 1938 in der Region Hohenlohe, dazu zwei einzelne Briefe. Es beginnt mit einem Einladungsblatt für Berlichingen: Vortrag von Simon Berlinger über jüdisches Leben und jüdisches Brauchtum im katholischen Gemeindehaus am Donnerstag, 17. November (gedruckt „1968“, offenkundig zur Gedenkwoche im November 1988 gehörig), Fotoausstellung „Der Berlichinger Judenfriedhof“ (12.–20. November 1988) und Gedenkstunde am 12. November 1988. Es folgen das gedruckte Programm dieser Berlichinger Gedenkstunde — mit Bürgermeister Karl Hehn über Geschichte und Bedeutung der Juden in Berlichingen, Beiträgen von Pfarrer Staib und Dekan Schweder, einer Erinnerung von Gustav Specht, Simon Berlingers „Rückblick und Ausblick eines ehemaligen Berlichingers“ und der Eröffnung der Fotoausstellung (Fotos und Texte von Barbara Schwedler) — sowie ein Zeitungsbericht über die Veranstaltung. Ein Faltblatt „50 Jahre Reichskristallnacht“ verzeichnet Gedenkveranstaltungen und Ausstellungen in Schwäbisch Hall, Künzelsau, Öhringen, Braunsbach und Michelbach an der Lücke, darunter Berlingers Schülergespräche am Gymnasium St. Michael in Schwäbisch Hall (9. November 1988) und seinen Vortrag in Öhringen (10. November 1988). Danach zwei Publikationen der Aktion Sühnezeichen/Friedensdienste von 1988 aus Anlass des palästinensischen Aufstandes: der von israelischen Friedensgruppen (Jesch Gvul, Dai le Kibusch, Re'ut u. a.) unterzeichnete „Appell an die Freunde Israels“ und ein nummerierter Offener Brief an alle, die in der Bundesrepublik die Nachrichten aus Israel und den besetzten Gebieten mit Sorge verfolgen. Eine nicht namentlich zugeordnete Typoskript-Ansprache zum Abschluss der Gespräche zum Jahrestag und eine gedruckte Ordnung für einen ökumenischen Gedenkgottesdienst zur Reichskristallnacht (Sprecherrollen, Lieder, Schuldbekenntnisse; eine Seite doppelt vorhanden) runden das Gedenkmaterial ab. Den Schluss bilden zwei Briefe: ein Rundschreiben des Oberrats der israelitischen Religionsgemeinschaft Württembergs (Stuttgart, 25. Juni 1928) zur Prüfung des israelitischen Religionsunterrichts an den Haller Schulen, mit Nennung des Religionslehrers Rabbiner Dr. Berlinger, sowie ein undatierter Nachkriegsbrief des Nürnberger Rechtsanwalts Dr. A. Heinemann an die Mädchenrealschule Schwäbisch Hall mit der Bitte, für ein Wiedergutmachungsverfahren zu bescheinigen, dass Marga Kellermann geb. Heumann die Schule im Dezember 1935 als Jüdin verlassen musste. Die erste Seite des Konvoluts ist im OCR nicht lesbar.	A bundle of leaflets, clippings and typescripts, most of them connected with the 50th anniversary of the November 1938 pogrom in the Hohenlohe region, together with two single letters. It opens with an invitation sheet for Berlichingen announcing a lecture by Simon Berlinger on Jewish life and Jewish customs in the Catholic parish hall on Thursday 17 November (printed “1968”, evidently belonging to the November 1988 commemoration week), the photo exhibition “Der Berlichinger Judenfriedhof” (12–20 November 1988) and a commemoration hour on 12 November 1988. There follows the printed programme of that Berlichingen commemoration hour — with mayor Karl Hehn on the history and significance of the Jews of Berlichingen, contributions by Pfarrer Staib and Dekan Schweder, a reminiscence by Gustav Specht, Simon Berlinger's “Rückblick und Ausblick eines ehemaligen Berlichingers” and the opening of the photo exhibition (photos and texts by Barbara Schwedler) — and a newspaper report on the event. A leaflet “50 Jahre Reichskristallnacht” lists commemorative events and exhibitions in Schwäbisch Hall, Künzelsau, Öhringen, Braunsbach and Michelbach an der Lücke, among them Berlinger's talks with pupils at the Gymnasium St. Michael in Schwäbisch Hall (9 November 1988) and his lecture in Öhringen (10 November 1988). Next come two 1988 publications of Aktion Sühnezeichen/Friedensdienste occasioned by the Palestinian uprising: the “Appell an die Freunde Israels” signed by Israeli peace groups (Jesch Gvul, Dai le Kibusch, Re'ut and others) and a numbered open letter to all in the Federal Republic who follow the news from Israel and the occupied territories with concern. An unattributed typescript speech delivered at the close of the anniversary discussions and a printed order for an ecumenical Kristallnacht memorial service (speaker parts, hymns and confessions of guilt; one page appears twice) complete the commemoration material. The bundle ends with two letters: a circular of the Oberrat der israelitischen Religionsgemeinschaft Württembergs (Stuttgart, 25 June 1928) on the examination of Jewish religious instruction at the Hall secondary schools, naming the teacher Rabbiner Dr. Berlinger, and an undated post-war letter from the lawyer Dr. A. Heinemann of Nuremberg to the Mädchenrealschule Schwäbisch Hall, requesting certification for a restitution claim that Marga Kellermann née Heumann had been forced to leave the school as a Jew in December 1935. The first page of the bundle is illegible in the OCR.	true	Includes Berlinger's Berlichingen lecture invitation and 1988 school-visit schedule; regional engagement.	NEEDS human split.
0422-S17	298-311	Ökumenischer Gottesdienst zum Gedenken an die Reichskristallnacht	n.d. (50th anniv. 1988)	service_order	de	ACK Baden-Württemberg		Baden-Württemberg		סדר טקס אקומני לזכר "ליל הבדולח" 9.11.1938	Ökumenischer Gottesdienst zum Gedenken an die Reichspogromnacht	Ecumenical memorial-service booklet for the Reichskristallnacht	true	Regional Holocaust-remembrance liturgy (50th anniversary, Baden-Württemberg).	Multi-speaker.
0422-S18	312-355	"Herzlich willkommen in Schwäbisch Hall" welcome booklet + city guide/maps/letters	1983-1985	city_brochure	de+en+fr	Stadt Schwäbisch Hall		Schwäbisch Hall	Ernst Brennberger	תיק המתעד את קשריו של שמעון ברלינגר עם העיר שוובּיש הל, שבמרכזו חוברת קבלת הפנים התלת-לשונית "ברוכים הבאים בשוובּיש הל" (גרמנית/אנגלית/צרפתית) שהוגשה מטעם העירייה: חלק המדריך שבה כולל דף תוכן (מפת העיר העתיקה, סיור רגלי, תולדות העיר), מפת העיר העתיקה עם מקרא, פרק על תולדות העיר ומדריך סיור רגלי, המזכיר בדרך אגב את חדר התפילה לשעבר של הקהילה היהודית מ-1893 (כיום "בית האדריכלים") ואת שכונת היהודים העתיקה ביותר של העיר החופשית עם מקווה היהודים שמאחורי ה"האלאמט". בתיק גם מכתבו השנתי רב-העמודים ("יאהרסבריף") של ראש העיר קרל פרידריך בינדר אל בני הל לשעבר ברחבי העולם, שנכתב בסוף 1988 (הוא נחתם באיחולים לשנת 1989) וסוקר את השנה: נסיעת "מבשלי המלח" של הל לקולומבוס ולסינסינטי, השאלת חיפויי העץ של בית הכנסת מעשה ידי זוסמן לתערוכה בנירנברג על פוגרום נובמבר, אירועי הזיכרון המקומיים ל-9 בנובמבר 1938, בריתות ערים (לפאנרנטה, נוישטרליץ), דברי הספד (גרד וונדר, הדקאן קרומפהולץ), שיכון מהגרים ממוצא גרמני ומבקשי מקלט, ונתוני תקציב. מצורפת רשימה בת כתריסר עמודים, "בני הל בחו"ל", ובה תושבים לשעבר לפי ארצות מאפריקה ועד ונצואלה; במדור ישראל מופיעים פאני ושמעון ברלינגר. אחריה שני מכתבים אל ברלינגר: מהדקאן ארנסט ברנברגר, שוובּיש הל, 18 בנובמבר 1988, השולח ספר על יוהנס ברנץ, מודה לו על ביקורו בהל ומצרף את הצהרת הכנסיות הפרוטסטנטיות בגרמניה המערבית ובמזרח גרמניה ל-9 בנובמבר; ומארכיון העיר שוובּיש הל, 9 בדצמבר 1983, אל ברלינגר בשבי ציון, במענה למכתבו מ-22 בנובמבר 1983 בעניין הגנאלוגיה של משפחות ברלינגר/הרץ ותפקידה של המשפחה בעיר במשך מאות שנים. קבוצת עמודים מהעיתונות המקומית ("מהעיר ומהמחוז", גיליון 148, יום שני 1 ביולי 1985) מסקרת את קבלת הפנים שערכה העיר לאזרחיה היהודים לשעבר: ידיעה על כך שלשכת המידע העירונית תתווך קשרים עם ידידים ושכנים יהודים משכבר, כתבתו של מיכאל סילבסטר קוציול "הידברות במקום אי-סובלנות וקנאה" על קבלת הפנים בבית העירייה, שבה נשא ברלינגר דברים בשם האורחים וראש העיר בינדר קידם בברכה כל אורח בשמו, עמוד תמונות על הביקור ועל המתנות שהוענקו (ובהן חנוכייה וגביע בדיל), וכתבה על טקס הזיכרון והנחת הזרים בבית העלמין היהודי בשטיינבך במעמד רב המדינה יואל ברגר; באותם גיליונות גם ידיעות מקומיות שאינן שייכות לעניין. את התיק חותמים תשריט העיר בקנה מידה 1:6000 ששרטטה לשכת הבינוי העירונית (לפי מצב דצמבר 1927, על פי OCR לא ודאי בחלקו) ודף שער של תדפיס מתוך ספר השנה "וירטמברגיש פרנקן" 1992. איכות ה-OCR בעמודי העיתון אינה אחידה, וחלקים מהכתבות קריאים באופן מקוטע בלבד.	Dossier zu Simon Berlingers Verbindungen mit der Stadt Schwäbisch Hall, angelegt um die dreisprachige Willkommensbroschüre „Herzlich willkommen in Schwäbisch Hall“ (deutsch/englisch/französisch), überreicht von der Stadt: der Führungsteil umfasst ein Inhaltsblatt (Plan der Altstadt, Rundgang, Stadtgeschichte), einen Altstadtplan mit Legende, ein Kapitel zur Stadtgeschichte und einen Rundgang-Führer, der beiläufig den früheren Betsaal der jüdischen Gemeinde von 1893 (heute Architektenhaus) und die älteste Judenansiedlung der Reichsstadt mit dem Judenbad hinter dem Haalamt erwähnt. Enthalten ist ferner der mehrseitige Jahresbrief von Oberbürgermeister Karl Friedrich Binder an die ehemaligen Haller in aller Welt, geschrieben Ende 1988 (er schließt mit Wünschen für 1989), mit einem Jahresrückblick: Reise der Haller Sieder nach Columbus und Cincinnati, Leihgabe der Sussmann-Synagogenvertäfelung an eine Nürnberger Ausstellung zum Novemberpogrom, die örtlichen Gedenkveranstaltungen zum 9. November 1938, Städtepartnerschaften (Lappeenranta, Neustrelitz), Nachrufe (Gerd Wunder, Dekan Krumpholz), Unterbringung von Aussiedlern und Asylbewerbern sowie Haushaltszahlen. Beigefügt ist die rund zwölfseitige Liste „Haller im Ausland“, ehemalige Einwohner nach Ländern geordnet von Afrika bis Venezuela; im Abschnitt Israel stehen Fanny und Simon Berlinger. Es folgen zwei Briefe an Berlinger: von Dekan Ernst Brennberger, Schwäbisch Hall, 18. November 1988, mit der Übersendung eines Buches über Johannes Brenz, Dank für seinen Besuch in Hall und dem beigelegten Wort der evangelischen Kirchen in der Bundesrepublik und der DDR zum 9. November, sowie vom Stadtarchiv Schwäbisch Hall, 9. Dezember 1983, an Berlinger in Shavei Zion, in Beantwortung seines Schreibens vom 22. November 1983 zur Genealogie der Familien Berlinger/Herz und zur jahrhundertelangen Rolle der Familie in der Stadt. Eine Gruppe von Zeitungsseiten der Lokalpresse („Aus Stadt und Kreis“, Nr. 148, Montag, 1. Juli 1985) dokumentiert den Empfang der Stadt für ihre ehemaligen jüdischen Bürger: eine Notiz, dass das Informationsamt Kontakte zu früheren jüdischen Freunden und Nachbarn vermittelt, Michael Sylvester Koziols Bericht „Verständigung statt Intoleranz und Neid“ über den Empfang im Rathaus, bei dem Berlinger für die Gäste sprach und Oberbürgermeister Binder jeden Gast namentlich begrüßte, eine Bildseite zu Besuch und überreichten Geschenken (darunter ein Chanukka-Leuchter und ein Zinnkrug) sowie ein Bericht über die Gedenkfeier mit Kranzniederlegung auf dem jüdischen Friedhof in Steinbach mit Landesrabbiner Joel Berger; dieselben Blätter enthalten auch nicht zugehörige Lokalnachrichten. Den Abschluss bilden ein vom Stadtbauamt gezeichneter Lageplan der Stadt im Maßstab 1:6000 (Stand Dezember 1927 laut teilweise unsicherem OCR) und ein Titelblatt eines Sonderdrucks aus dem Jahrbuch „Württembergisch Franken“ 1992. Die OCR-Qualität der Zeitungsseiten ist durchwachsen, Teile der Artikel sind nur bruchstückhaft lesbar.	A dossier documenting Simon Berlinger's ties with the town of Schwäbisch Hall, assembled around the trilingual welcome booklet “Herzlich willkommen in Schwäbisch Hall” (German/English/French) presented by the town: its guide part comprises a contents leaf (old-town plan, walking tour, town history), a plan of the Altstadt with legend, a chapter on the town's history and a walking-tour guide, which notes in passing the former prayer room of the Jewish community of 1893 (today the Architektenhaus) and the oldest Jewish settlement of the imperial city with the Judenbad behind the Haalamt. The dossier also contains the multi-page annual letter (“Jahresbrief”) of Oberbürgermeister Karl Friedrich Binder to former Hallers abroad, written at the end of 1988 (it closes with wishes for 1989) and reviewing the year: the trip of the Haller Sieder to Columbus and Cincinnati, the loan of the Sussmann synagogue panelling to a Nuremberg exhibition on the November pogrom, the local commemorations of 9 November 1938, town partnerships (Lappeenranta, Neustrelitz), obituaries (Gerd Wunder, Dekan Krumpholz), the housing of resettlers and asylum seekers, and budget figures. Appended is the roughly twelve-page list “Haller im Ausland” of former residents arranged by country from Africa to Venezuela; the Israel section includes Fanny and Simon Berlinger. Two letters to Berlinger follow: from Dekan Ernst Brennberger, Schwäbisch Hall, 18 November 1988, sending a book on Johannes Brenz, thanking him for his visit to Hall and enclosing the statement of the Protestant churches in the Federal Republic and the GDR on 9 November; and from the Schwäbisch Hall city archive, 9 December 1983, to Berlinger in Shavei Zion, replying to his letter of 22 November 1983 concerning the Berlinger/Herz family genealogy and the family's centuries-long role in the town. A group of local newspaper pages (“Aus Stadt und Kreis”, no. 148, Monday 1 July 1985) covers the town's reception for its former Jewish citizens: a notice that the information office will arrange contacts with former Jewish friends and neighbours, Michael Sylvester Koziol's report “Verständigung statt Intoleranz und Neid” on the reception in the town hall, at which Berlinger spoke on behalf of the guests and Oberbürgermeister Binder greeted each guest by name, a picture page on the visit and the gifts presented (including a Hanukkah lamp and a pewter tankard), and a report on the memorial ceremony with wreath-laying at the Jewish cemetery in Steinbach with Landesrabbiner Joel Berger; the same sheets also carry unrelated local news. The dossier closes with a 1:6000 plan of the town drawn by the Stadtbauamt (status December 1927 according to the partly uncertain OCR) and a title leaf of an offprint from the yearbook “Württembergisch Franken” 1992. OCR quality on the newspaper pages is mixed and parts of the articles are legible only in fragments.	true	Likely presented to Berlinger on a visit; incl. "Haller im Ausland" (emigrant list). Borderline.	maybe in documents.tsv.
0422-S19	356-375	Hohenloher Memoiren 1933-1939	pub. n.d. (memoir of 1933-1939)	memoir	de	Simon Berlinger		Hohenlohe; Berlichingen; Künzelsau; Schwäbisch Hall	Simon Berlinger	"זיכרונות הוהנלוהה 1933-1939" — ממואר של שמעון ברלינגר על החיים היהודיים באזור	Hohenloher Memoiren 1933-1939 von Simon Berlinger	Simon Berlinger's published memoir of Jewish life in the Hohenlohe region, 1933-1939	true	FLAGSHIP: post-emigration memory work about his German Heimat, authored by Berlinger himself.	Source journal pp.298-316.
0422-S20	376-404	Student project "Juden in Hohenlohe" — Ganerbengymnasium Künzelsau	n.d.	student_project	de	Ganerbengymnasium Künzelsau		Künzelsau; Berlichingen; Hohenlohe	Max Ledermann; Frieda Schumann; Familie Stern	פרויקט תלמידים "יהודים בהוהנלוהה" — משפחת לדרמן, בית הקברות בברליכינגן	Schülerprojekt "Juden in Hohenlohe" (Ganerbengymnasium Künzelsau)	Student project "Jews in Hohenlohe": Firma Ledermann, Frieda Schumann/Familie Stern, Jewish cemetery Berlichingen	true	Regional Erinnerungsarbeit centered on Berlinger's home area; cemetery of Berlichingen.	p.376 image/blank divider.
