page_no	chars	conf	script	modality	engine	needs_escalation	text_file
123	1117	0.910	latin	print	tesseract	no	ocr_tesseract/0123.txt
124	1316	0.928	latin	print	tesseract	no	ocr_tesseract/0124.txt
125	258	0.405	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0125.txt
126	235	0.420	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0126.txt
127	143	0.479	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0127.txt
128	138	0.405	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0128.txt
129	189	0.413	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0129.txt
130	232	0.411	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0130.txt
131	199	0.423	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0131.txt
132	280	0.440	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0132.txt
133	297	0.397	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0133.txt
134	68	0.493	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0134.txt
135	309	0.397	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0135.txt
136	302	0.449	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0136.txt
137	291	0.455	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0137.txt
138	198	0.453	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0138.txt
139	185	0.488	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0139.txt
140	167	0.391	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0140.txt
141	78	0.363	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0141.txt
142	130	0.461	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0142.txt
143	154	0.578	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0143.txt
144	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0144.txt
145	317	0.469	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0145.txt
146	133	0.397	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0146.txt
147	291	0.427	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0147.txt
148	202	0.483	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0148.txt
149	275	0.406	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0149.txt
150	220	0.401	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0150.txt
151	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0151.txt
152	148	0.423	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0152.txt
153	336	0.416	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0153.txt
154	303	0.416	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0154.txt
155	163	0.456	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0155.txt
156	334	0.374	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0156.txt
157	311	0.462	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0157.txt
158	151	0.437	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0158.txt
159	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0159.txt
160	62	0.474	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0160.txt
161	6	0.129	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0161.txt
162	176	0.388	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0162.txt
163	18	0.474	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0163.txt
164	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0164.txt
165	1690	0.932	latin	print	tesseract	no	ocr_tesseract/0165.txt
166	1572	0.942	latin	print	tesseract	no	ocr_tesseract/0166.txt
167	1652	0.947	latin	print	tesseract	no	ocr_tesseract/0167.txt
168	1762	0.943	latin	print	tesseract	no	ocr_tesseract/0168.txt
169	1717	0.946	latin	print	tesseract	no	ocr_tesseract/0169.txt
170	1793	0.937	latin	print	tesseract	no	ocr_tesseract/0170.txt
171	1686	0.950	latin	print	tesseract	no	ocr_tesseract/0171.txt
172	1746	0.949	latin	print	tesseract	no	ocr_tesseract/0172.txt
173	1841	0.943	latin	print	tesseract	no	ocr_tesseract/0173.txt
174	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0174.txt
175	1928	0.887	latin	print	tesseract	no	ocr_tesseract/0175.txt
176	2319	0.888	latin	print	tesseract	no	ocr_tesseract/0176.txt
177	2108	0.850	latin	print	tesseract	no	ocr_tesseract/0177.txt
178	2453	0.898	latin	print	tesseract	no	ocr_tesseract/0178.txt
179	2104	0.894	latin	print	tesseract	no	ocr_tesseract/0179.txt
180	2294	0.923	latin	print	tesseract	no	ocr_tesseract/0180.txt
181	2132	0.909	latin	print	tesseract	no	ocr_tesseract/0181.txt
182	2054	0.916	latin	print	tesseract	no	ocr_tesseract/0182.txt
183	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0183.txt
184	1305	0.882	latin	print	tesseract	no	ocr_tesseract/0184.txt
185	1693	0.945	latin	print	tesseract	no	ocr_tesseract/0185.txt
186	1784	0.900	latin	print	tesseract	no	ocr_tesseract/0186.txt
187	1763	0.924	latin	print	tesseract	no	ocr_tesseract/0187.txt
188	1733	0.897	latin	print	tesseract	no	ocr_tesseract/0188.txt
189	26	0.308	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0189.txt
190	1485	0.920	latin	print	tesseract	no	ocr_tesseract/0190.txt
191	1841	0.918	latin	print	tesseract	no	ocr_tesseract/0191.txt
192	1636	0.940	latin	print	tesseract	no	ocr_tesseract/0192.txt
193	1782	0.943	latin	print	tesseract	no	ocr_tesseract/0193.txt
194	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0194.txt
195	1619	0.943	latin	print	tesseract	no	ocr_tesseract/0195.txt
196	54	0.468	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0196.txt
197	1536	0.942	latin	print	tesseract	no	ocr_tesseract/0197.txt
198	103	0.459	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0198.txt
199	1526	0.908	latin	print	tesseract	no	ocr_tesseract/0199.txt
200	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0200.txt
201	1412	0.939	latin	print	tesseract	no	ocr_tesseract/0201.txt
202	1292	0.938	latin	print	tesseract	no	ocr_tesseract/0202.txt
203	1447	0.943	latin	print	tesseract	no	ocr_tesseract/0203.txt
204	1457	0.938	latin	print	tesseract	no	ocr_tesseract/0204.txt
205	1423	0.945	latin	print	tesseract	no	ocr_tesseract/0205.txt
206	1746	0.948	latin	print	tesseract	no	ocr_tesseract/0206.txt
207	1769	0.942	latin	print	tesseract	no	ocr_tesseract/0207.txt
208	868	0.937	latin	print	tesseract	no	ocr_tesseract/0208.txt
209	1144	0.878	latin	print	tesseract	no	ocr_tesseract/0209.txt
210	1591	0.894	latin	print	tesseract	no	ocr_tesseract/0210.txt
211	1596	0.888	latin	print	tesseract	no	ocr_tesseract/0211.txt
212	1261	0.872	latin	print	tesseract	no	ocr_tesseract/0212.txt
213	1456	0.890	latin	print	tesseract	no	ocr_tesseract/0213.txt
214	1869	0.914	latin	print	tesseract	no	ocr_tesseract/0214.txt
215	1689	0.902	latin	print	tesseract	no	ocr_tesseract/0215.txt
216	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0216.txt
217	1925	0.878	latin	print	tesseract	no	ocr_tesseract/0217.txt
218	1558	0.882	latin	print	tesseract	no	ocr_tesseract/0218.txt
219	2218	0.865	latin	print	tesseract	no	ocr_tesseract/0219.txt
220	2124	0.857	latin	print	tesseract	no	ocr_tesseract/0220.txt
221	1635	0.850	latin	print	tesseract	no	ocr_tesseract/0221.txt
222	2339	0.693	latin	print_degraded	tesseract	no	ocr_tesseract/0222.txt
223	1669	0.805	latin	print	tesseract	no	ocr_tesseract/0223.txt
224	2387	0.842	latin	print	tesseract	no	ocr_tesseract/0224.txt
225	2296	0.879	latin	print	tesseract	no	ocr_tesseract/0225.txt
226	1651	0.915	latin	print	tesseract	no	ocr_tesseract/0226.txt
227	205	0.410	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0227.txt
228	316	0.426	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0228.txt
229	35	0.601	latin	print_degraded	tesseract	no	ocr_tesseract/0229.txt
230	159	0.411	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0230.txt
231	326	0.448	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0231.txt
232	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0232.txt
233	33	0.513	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0233.txt
234	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0234.txt
235	146	0.377	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0235.txt
236	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0236.txt
237	1935	0.884	latin	print	tesseract	no	ocr_tesseract/0237.txt
238	1896	0.905	latin	print	tesseract	no	ocr_tesseract/0238.txt
239	1790	0.900	latin	print	tesseract	no	ocr_tesseract/0239.txt
240	1900	0.910	latin	print	tesseract	no	ocr_tesseract/0240.txt
241	34	0.538	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0241.txt
242	2335	0.815	latin	print	tesseract	no	ocr_tesseract/0242.txt
243	78	0.613	latin	print_degraded	tesseract	no	ocr_tesseract/0243.txt
244	2106	0.894	latin	print	tesseract	no	ocr_tesseract/0244.txt
245	1761	0.869	latin	print	tesseract	no	ocr_tesseract/0245.txt
246	1252	0.874	latin	print	tesseract	no	ocr_tesseract/0246.txt
247	2211	0.848	latin	print	tesseract	no	ocr_tesseract/0247.txt
248	1215	0.904	latin	print	tesseract	no	ocr_tesseract/0248.txt
249	1801	0.907	latin	print	tesseract	no	ocr_tesseract/0249.txt
250	2329	0.903	latin	print	tesseract	no	ocr_tesseract/0250.txt
251	1523	0.870	latin	print	tesseract	no	ocr_tesseract/0251.txt
252	2399	0.898	latin	print	tesseract	no	ocr_tesseract/0252.txt
253	829	0.869	latin	print	tesseract	no	ocr_tesseract/0253.txt
254	2482	0.883	latin	print	tesseract	no	ocr_tesseract/0254.txt
255	72	0.585	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0255.txt
256	2252	0.932	latin	print	tesseract	no	ocr_tesseract/0256.txt
257	2666	0.916	latin	print	tesseract	no	ocr_tesseract/0257.txt
258	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0258.txt
259	3316	0.695	latin	print_degraded	tesseract	no	ocr_tesseract/0259.txt
260	42	0.449	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0260.txt
261	1038	0.812	latin	print	tesseract	no	ocr_tesseract/0261.txt
262	1470	0.925	latin	print	tesseract	no	ocr_tesseract/0262.txt
263	1246	0.926	latin	print	tesseract	no	ocr_tesseract/0263.txt
264	1404	0.935	latin	print	tesseract	no	ocr_tesseract/0264.txt
265	1450	0.938	latin	print	tesseract	no	ocr_tesseract/0265.txt
266	1606	0.927	latin	print	tesseract	no	ocr_tesseract/0266.txt
267	1369	0.921	latin	print	tesseract	no	ocr_tesseract/0267.txt
268	1341	0.929	latin	print	tesseract	no	ocr_tesseract/0268.txt
269	1204	0.938	latin	print	tesseract	no	ocr_tesseract/0269.txt
270	354	0.501	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0270.txt
271	1507	0.937	latin	print	tesseract	no	ocr_tesseract/0271.txt
272	1407	0.914	latin	print	tesseract	no	ocr_tesseract/0272.txt
273	1684	0.945	latin	print	tesseract	no	ocr_tesseract/0273.txt
274	1551	0.936	latin	print	tesseract	no	ocr_tesseract/0274.txt
275	1507	0.929	latin	print	tesseract	no	ocr_tesseract/0275.txt
276	1312	0.932	latin	print	tesseract	no	ocr_tesseract/0276.txt
277	1227	0.926	latin	print	tesseract	no	ocr_tesseract/0277.txt
278	1599	0.945	latin	print	tesseract	no	ocr_tesseract/0278.txt
279	1696	0.934	latin	print	tesseract	no	ocr_tesseract/0279.txt
280	1872	0.935	latin	print	tesseract	no	ocr_tesseract/0280.txt
281	1466	0.940	latin	print	tesseract	no	ocr_tesseract/0281.txt
282	1984	0.939	latin	print	tesseract	no	ocr_tesseract/0282.txt
283	1865	0.932	latin	print	tesseract	no	ocr_tesseract/0283.txt
284	1738	0.923	latin	print	tesseract	no	ocr_tesseract/0284.txt
285	1649	0.936	latin	print	tesseract	no	ocr_tesseract/0285.txt
286	1823	0.945	latin	print	tesseract	no	ocr_tesseract/0286.txt
287	1652	0.911	latin	print	tesseract	no	ocr_tesseract/0287.txt
288	1418	0.927	latin	print	tesseract	no	ocr_tesseract/0288.txt
289	1643	0.928	latin	print	tesseract	no	ocr_tesseract/0289.txt
290	1644	0.923	latin	print	tesseract	no	ocr_tesseract/0290.txt
291	1616	0.935	latin	print	tesseract	no	ocr_tesseract/0291.txt
292	1836	0.927	latin	print	tesseract	no	ocr_tesseract/0292.txt
293	1945	0.947	latin	print	tesseract	no	ocr_tesseract/0293.txt
294	1668	0.932	latin	print	tesseract	no	ocr_tesseract/0294.txt
295	1575	0.933	latin	print	tesseract	no	ocr_tesseract/0295.txt
296	1458	0.929	latin	print	tesseract	no	ocr_tesseract/0296.txt
297	1586	0.937	latin	print	tesseract	no	ocr_tesseract/0297.txt
298	1870	0.940	latin	print	tesseract	no	ocr_tesseract/0298.txt
299	1604	0.929	latin	print	tesseract	no	ocr_tesseract/0299.txt
300	1952	0.938	latin	print	tesseract	no	ocr_tesseract/0300.txt
301	1782	0.927	latin	print	tesseract	no	ocr_tesseract/0301.txt
302	1656	0.908	latin	print	tesseract	no	ocr_tesseract/0302.txt
303	1564	0.935	latin	print	tesseract	no	ocr_tesseract/0303.txt
304	1724	0.940	latin	print	tesseract	no	ocr_tesseract/0304.txt
305	1457	0.933	latin	print	tesseract	no	ocr_tesseract/0305.txt
306	1619	0.937	latin	print	tesseract	no	ocr_tesseract/0306.txt
307	1596	0.882	latin	print	tesseract	no	ocr_tesseract/0307.txt
308	1715	0.941	latin	print	tesseract	no	ocr_tesseract/0308.txt
309	1758	0.934	latin	print	tesseract	no	ocr_tesseract/0309.txt
310	1427	0.930	latin	print	tesseract	no	ocr_tesseract/0310.txt
311	1614	0.938	latin	print	tesseract	no	ocr_tesseract/0311.txt
312	1608	0.919	latin	print	tesseract	no	ocr_tesseract/0312.txt
313	1636	0.950	latin	print	tesseract	no	ocr_tesseract/0313.txt
314	1796	0.924	latin	print	tesseract	no	ocr_tesseract/0314.txt
315	1418	0.931	latin	print	tesseract	no	ocr_tesseract/0315.txt
316	1563	0.941	latin	print	tesseract	no	ocr_tesseract/0316.txt
317	1758	0.938	latin	print	tesseract	no	ocr_tesseract/0317.txt
318	1531	0.943	latin	print	tesseract	no	ocr_tesseract/0318.txt
319	1533	0.932	latin	print	tesseract	no	ocr_tesseract/0319.txt
320	1575	0.930	latin	print	tesseract	no	ocr_tesseract/0320.txt
321	1594	0.934	latin	print	tesseract	no	ocr_tesseract/0321.txt
322	1553	0.935	latin	print	tesseract	no	ocr_tesseract/0322.txt
323	1674	0.947	latin	print	tesseract	no	ocr_tesseract/0323.txt
324	1675	0.926	latin	print	tesseract	no	ocr_tesseract/0324.txt
325	1595	0.938	latin	print	tesseract	no	ocr_tesseract/0325.txt
326	1398	0.922	latin	print	tesseract	no	ocr_tesseract/0326.txt
327	1641	0.932	latin	print	tesseract	no	ocr_tesseract/0327.txt
328	2074	0.934	latin	print	tesseract	no	ocr_tesseract/0328.txt
329	2020	0.931	latin	print	tesseract	no	ocr_tesseract/0329.txt
330	1997	0.920	latin	print	tesseract	no	ocr_tesseract/0330.txt
331	1737	0.916	latin	print	tesseract	no	ocr_tesseract/0331.txt
332	1717	0.944	latin	print	tesseract	no	ocr_tesseract/0332.txt
333	1593	0.939	latin	print	tesseract	no	ocr_tesseract/0333.txt
334	1404	0.871	latin	print	tesseract	no	ocr_tesseract/0334.txt
335	1413	0.895	latin	print	tesseract	no	ocr_tesseract/0335.txt
336	1487	0.901	latin	print	tesseract	no	ocr_tesseract/0336.txt
337	1520	0.900	latin	print	tesseract	no	ocr_tesseract/0337.txt
338	299	0.397	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0338.txt
339	1400	0.900	latin	print	tesseract	no	ocr_tesseract/0339.txt
340	1616	0.901	latin	print	tesseract	no	ocr_tesseract/0340.txt
341	1301	0.928	latin	print	tesseract	no	ocr_tesseract/0341.txt
342	48	0.536	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0342.txt
343	1376	0.888	latin	print	tesseract	no	ocr_tesseract/0343.txt
344	1269	0.921	latin	print	tesseract	no	ocr_tesseract/0344.txt
345	1433	0.914	latin	print	tesseract	no	ocr_tesseract/0345.txt
346	1200	0.878	latin	print	tesseract	no	ocr_tesseract/0346.txt
347	67	0.342	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0347.txt
348	1902	0.868	latin	print	tesseract	no	ocr_tesseract/0348.txt
349	4	0.570	hebrew	handwriting_or_image	tesseract	yes	ocr_tesseract/0349.txt
350	1901	0.851	latin	print	tesseract	no	ocr_tesseract/0350.txt
351	118	0.480	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0351.txt
352	56	0.540	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0352.txt
353	421	0.413	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0353.txt
354	175	0.402	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0354.txt
355	389	0.416	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0355.txt
356	189	0.464	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0356.txt
357	141	0.496	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0357.txt
358	317	0.425	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0358.txt
359	107	0.425	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0359.txt
360	1906	0.853	latin	print	tesseract	no	ocr_tesseract/0360.txt
361	2059	0.918	latin	print	tesseract	no	ocr_tesseract/0361.txt
362	2441	0.919	latin	print	tesseract	no	ocr_tesseract/0362.txt
363	2274	0.919	latin	print	tesseract	no	ocr_tesseract/0363.txt
364	2478	0.923	latin	print	tesseract	no	ocr_tesseract/0364.txt
365	2423	0.913	latin	print	tesseract	no	ocr_tesseract/0365.txt
366	2361	0.921	latin	print	tesseract	no	ocr_tesseract/0366.txt
367	2384	0.920	latin	print	tesseract	no	ocr_tesseract/0367.txt
368	2284	0.913	latin	print	tesseract	no	ocr_tesseract/0368.txt
369	2054	0.916	latin	print	tesseract	no	ocr_tesseract/0369.txt
370	2395	0.909	latin	print	tesseract	no	ocr_tesseract/0370.txt
371	2402	0.908	latin	print	tesseract	no	ocr_tesseract/0371.txt
