page_no	chars	conf	script	modality	engine	needs_escalation	text_file
48	3023	0.782	mixed	print	tesseract	no	ocr_tesseract/0048.txt
49	2006	0.786	latin	print	tesseract	no	ocr_tesseract/0049.txt
50	3234	0.787	latin	print	tesseract	no	ocr_tesseract/0050.txt
51	3325	0.800	latin	print	tesseract	no	ocr_tesseract/0051.txt
52	3108	0.766	latin	print	tesseract	no	ocr_tesseract/0052.txt
53	3155	0.780	latin	print	tesseract	no	ocr_tesseract/0053.txt
54	3197	0.744	latin	print_degraded	tesseract	no	ocr_tesseract/0054.txt
55	3383	0.752	latin	print	tesseract	no	ocr_tesseract/0055.txt
56	3342	0.764	latin	print	tesseract	no	ocr_tesseract/0056.txt
57	3494	0.750	latin	print	tesseract	no	ocr_tesseract/0057.txt
58	3347	0.756	latin	print	tesseract	no	ocr_tesseract/0058.txt
59	3865	0.745	latin	print_degraded	tesseract	no	ocr_tesseract/0059.txt
60	3255	0.715	latin	print_degraded	tesseract	no	ocr_tesseract/0060.txt
61	3518	0.727	latin	print_degraded	tesseract	no	ocr_tesseract/0061.txt
62	3310	0.674	latin	print_degraded	tesseract	no	ocr_tesseract/0062.txt
63	2745	0.772	latin	print	tesseract	no	ocr_tesseract/0063.txt
64	3220	0.719	latin	print_degraded	tesseract	no	ocr_tesseract/0064.txt
65	2986	0.779	latin	print	tesseract	no	ocr_tesseract/0065.txt
66	2596	0.727	latin	print_degraded	tesseract	no	ocr_tesseract/0066.txt
67	1008	0.798	latin	print	tesseract	no	ocr_tesseract/0067.txt
68	298	0.614	latin	print_degraded	tesseract	no	ocr_tesseract/0068.txt
69	1452	0.736	latin	print_degraded	tesseract	no	ocr_tesseract/0069.txt
70	3033	0.782	latin	print	tesseract	no	ocr_tesseract/0070.txt
71	3092	0.783	latin	print	tesseract	no	ocr_tesseract/0071.txt
72	3091	0.768	latin	print	tesseract	no	ocr_tesseract/0072.txt
73	3337	0.783	latin	print	tesseract	no	ocr_tesseract/0073.txt
74	2424	0.813	mixed	print	tesseract	no	ocr_tesseract/0074.txt
75	3261	0.817	latin	print	tesseract	no	ocr_tesseract/0075.txt
76	3428	0.817	latin	print	tesseract	no	ocr_tesseract/0076.txt
77	3299	0.816	latin	print	tesseract	no	ocr_tesseract/0077.txt
78	3192	0.805	latin	print	tesseract	no	ocr_tesseract/0078.txt
79	3266	0.797	latin	print	tesseract	no	ocr_tesseract/0079.txt
80	2632	0.790	latin	print	tesseract	no	ocr_tesseract/0080.txt
81	2930	0.784	mixed	print	tesseract	no	ocr_tesseract/0081.txt
82	3234	0.817	mixed	print	tesseract	no	ocr_tesseract/0082.txt
83	3051	0.817	mixed	print	tesseract	no	ocr_tesseract/0083.txt
84	2044	0.821	latin	print	tesseract	no	ocr_tesseract/0084.txt
85	3247	0.825	latin	print	tesseract	no	ocr_tesseract/0085.txt
86	3319	0.828	latin	print	tesseract	no	ocr_tesseract/0086.txt
87	3246	0.826	latin	print	tesseract	no	ocr_tesseract/0087.txt
88	3158	0.815	latin	print	tesseract	no	ocr_tesseract/0088.txt
89	3264	0.766	latin	print	tesseract	no	ocr_tesseract/0089.txt
90	3335	0.776	latin	print	tesseract	no	ocr_tesseract/0090.txt
91	3360	0.768	latin	print	tesseract	no	ocr_tesseract/0091.txt
92	3516	0.768	latin	print	tesseract	no	ocr_tesseract/0092.txt
93	3334	0.792	latin	print	tesseract	no	ocr_tesseract/0093.txt
94	3831	0.785	latin	print	tesseract	no	ocr_tesseract/0094.txt
95	3227	0.782	latin	print	tesseract	no	ocr_tesseract/0095.txt
96	3455	0.767	latin	print	tesseract	no	ocr_tesseract/0096.txt
97	3352	0.757	latin	print	tesseract	no	ocr_tesseract/0097.txt
98	2740	0.816	latin	print	tesseract	no	ocr_tesseract/0098.txt
99	3287	0.810	latin	print	tesseract	no	ocr_tesseract/0099.txt
100	3018	0.813	latin	print	tesseract	no	ocr_tesseract/0100.txt
101	2660	0.791	latin	print	tesseract	no	ocr_tesseract/0101.txt
102	969	0.816	latin	print	tesseract	no	ocr_tesseract/0102.txt
103	68	0.409	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0103.txt
104	63	0.803	latin	print_degraded	tesseract	no	ocr_tesseract/0104.txt
105	104	0.768	latin	print	tesseract	no	ocr_tesseract/0105.txt
106	90	0.859	latin	print	tesseract	no	ocr_tesseract/0106.txt
107	279	0.481	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0107.txt
108	95	0.767	latin	print	tesseract	no	ocr_tesseract/0108.txt
109	113	0.874	latin	print	tesseract	no	ocr_tesseract/0109.txt
110	3099	0.950	latin	print	tesseract	no	ocr_tesseract/0110.txt
111	1998	0.948	latin	print	tesseract	no	ocr_tesseract/0111.txt
112	596	0.752	latin	print	tesseract	no	ocr_tesseract/0112.txt
113	146	0.749	latin	print_degraded	tesseract	no	ocr_tesseract/0113.txt
114	39	0.357	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0114.txt
115	65	0.911	latin	print_degraded	tesseract	no	ocr_tesseract/0115.txt
116	70	0.583	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0116.txt
117	152	0.821	latin	print	tesseract	no	ocr_tesseract/0117.txt
118	33	0.954	latin	print_degraded	tesseract	no	ocr_tesseract/0118.txt
119	948	0.920	latin	print	tesseract	no	ocr_tesseract/0119.txt
120	1755	0.950	latin	print	tesseract	no	ocr_tesseract/0120.txt
121	1496	0.942	latin	print	tesseract	no	ocr_tesseract/0121.txt
122	152	0.756	latin	print	tesseract	no	ocr_tesseract/0122.txt
123	1504	0.946	latin	print	tesseract	no	ocr_tesseract/0123.txt
124	1791	0.914	latin	print	tesseract	no	ocr_tesseract/0124.txt
125	1773	0.950	latin	print	tesseract	no	ocr_tesseract/0125.txt
126	692	0.906	latin	print	tesseract	no	ocr_tesseract/0126.txt
127	1544	0.947	latin	print	tesseract	no	ocr_tesseract/0127.txt
128	491	0.842	latin	print	tesseract	no	ocr_tesseract/0128.txt
129	1293	0.925	latin	print	tesseract	no	ocr_tesseract/0129.txt
130	119	0.943	latin	print	tesseract	no	ocr_tesseract/0130.txt
131	1820	0.948	latin	print	tesseract	no	ocr_tesseract/0131.txt
132	1343	0.951	latin	print	tesseract	no	ocr_tesseract/0132.txt
133	196	0.505	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0133.txt
134	1473	0.953	latin	print	tesseract	no	ocr_tesseract/0134.txt
135	1393	0.945	latin	print	tesseract	no	ocr_tesseract/0135.txt
136	758	0.939	latin	print	tesseract	no	ocr_tesseract/0136.txt
137	1341	0.951	latin	print	tesseract	no	ocr_tesseract/0137.txt
138	307	0.947	latin	print	tesseract	no	ocr_tesseract/0138.txt
139	1561	0.947	latin	print	tesseract	no	ocr_tesseract/0139.txt
140	1722	0.948	latin	print	tesseract	no	ocr_tesseract/0140.txt
141	1840	0.946	latin	print	tesseract	no	ocr_tesseract/0141.txt
142	1783	0.953	latin	print	tesseract	no	ocr_tesseract/0142.txt
143	1930	0.947	latin	print	tesseract	no	ocr_tesseract/0143.txt
144	186	0.704	latin	print_degraded	tesseract	no	ocr_tesseract/0144.txt
145	1139	0.803	latin	print	tesseract	no	ocr_tesseract/0145.txt
146	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0146.txt
147	29	0.884	latin	print_degraded	tesseract	no	ocr_tesseract/0147.txt
148	9	0.719	latin	print_degraded	tesseract	no	ocr_tesseract/0148.txt
149	41	0.810	latin	print_degraded	tesseract	no	ocr_tesseract/0149.txt
150	37	0.947	latin	print_degraded	tesseract	no	ocr_tesseract/0150.txt
151	163	0.923	latin	print	tesseract	no	ocr_tesseract/0151.txt
152	32	0.933	latin	print_degraded	tesseract	no	ocr_tesseract/0152.txt
153	943	0.932	latin	print	tesseract	no	ocr_tesseract/0153.txt
154	1752	0.951	latin	print	tesseract	no	ocr_tesseract/0154.txt
155	170	0.675	latin	print_degraded	tesseract	no	ocr_tesseract/0155.txt
156	1518	0.936	latin	print	tesseract	no	ocr_tesseract/0156.txt
157	1511	0.945	latin	print	tesseract	no	ocr_tesseract/0157.txt
158	1736	0.944	latin	print	tesseract	no	ocr_tesseract/0158.txt
159	1783	0.952	latin	print	tesseract	no	ocr_tesseract/0159.txt
160	700	0.942	latin	print	tesseract	no	ocr_tesseract/0160.txt
161	1543	0.948	latin	print	tesseract	no	ocr_tesseract/0161.txt
162	412	0.842	latin	print	tesseract	no	ocr_tesseract/0162.txt
163	1302	0.919	latin	print	tesseract	no	ocr_tesseract/0163.txt
164	123	0.889	latin	print	tesseract	no	ocr_tesseract/0164.txt
165	1839	0.952	latin	print	tesseract	no	ocr_tesseract/0165.txt
166	47	0.965	latin	print_degraded	tesseract	no	ocr_tesseract/0166.txt
167	1360	0.947	latin	print	tesseract	no	ocr_tesseract/0167.txt
168	1472	0.953	latin	print	tesseract	no	ocr_tesseract/0168.txt
169	1392	0.946	latin	print	tesseract	no	ocr_tesseract/0169.txt
170	749	0.944	latin	print	tesseract	no	ocr_tesseract/0170.txt
171	1342	0.945	latin	print	tesseract	no	ocr_tesseract/0171.txt
172	309	0.947	latin	print	tesseract	no	ocr_tesseract/0172.txt
173	1578	0.952	latin	print	tesseract	no	ocr_tesseract/0173.txt
174	1721	0.946	latin	print	tesseract	no	ocr_tesseract/0174.txt
175	1835	0.947	latin	print	tesseract	no	ocr_tesseract/0175.txt
176	1787	0.950	latin	print	tesseract	no	ocr_tesseract/0176.txt
177	224	0.553	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0177.txt
178	1924	0.951	latin	print	tesseract	no	ocr_tesseract/0178.txt
179	1196	0.827	latin	print	tesseract	no	ocr_tesseract/0179.txt
180	151	0.548	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0180.txt
181	97	0.622	latin	print_degraded	tesseract	no	ocr_tesseract/0181.txt
182	101	0.574	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0182.txt
183	4314	0.949	latin	print	tesseract	no	ocr_tesseract/0183.txt
184	864	0.939	latin	print	tesseract	no	ocr_tesseract/0184.txt
185	3680	0.942	latin	print	tesseract	no	ocr_tesseract/0185.txt
186	3158	0.938	latin	print	tesseract	no	ocr_tesseract/0186.txt
187	129	0.602	latin	print_degraded	tesseract	no	ocr_tesseract/0187.txt
188	3562	0.950	latin	print	tesseract	no	ocr_tesseract/0188.txt
189	3215	0.950	latin	print	tesseract	no	ocr_tesseract/0189.txt
190	4608	0.947	latin	print	tesseract	no	ocr_tesseract/0190.txt
191	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0191.txt
192	5025	0.945	latin	print	tesseract	no	ocr_tesseract/0192.txt
193	4524	0.943	latin	print	tesseract	no	ocr_tesseract/0193.txt
194	420	0.524	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0194.txt
195	27	0.770	mixed	print_degraded	tesseract	no	ocr_tesseract/0195.txt
196	1595	0.944	latin	print	tesseract	no	ocr_tesseract/0196.txt
197	1382	0.868	latin	print	tesseract	no	ocr_tesseract/0197.txt
198	221	0.593	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0198.txt
199	3200	0.947	latin	print	tesseract	no	ocr_tesseract/0199.txt
200	28	0.893	latin	print_degraded	tesseract	no	ocr_tesseract/0200.txt
201	2322	0.951	latin	print	tesseract	no	ocr_tesseract/0201.txt
202	39	0.936	latin	print_degraded	tesseract	no	ocr_tesseract/0202.txt
203	3138	0.949	latin	print	tesseract	no	ocr_tesseract/0203.txt
204	44	0.377	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0204.txt
205	3162	0.948	latin	print	tesseract	no	ocr_tesseract/0205.txt
206	56	0.666	latin	print_degraded	tesseract	no	ocr_tesseract/0206.txt
207	2343	0.945	latin	print	tesseract	no	ocr_tesseract/0207.txt
208	1302	0.932	latin	print	tesseract	no	ocr_tesseract/0208.txt
209	50	0.475	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0209.txt
210	1633	0.809	latin	print	tesseract	no	ocr_tesseract/0210.txt
211	3	0.729	none	print_degraded	tesseract	no	ocr_tesseract/0211.txt
212	44	0.359	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0212.txt
213	36	0.397	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0213.txt
214	85	0.697	latin	print_degraded	tesseract	no	ocr_tesseract/0214.txt
215	12	0.778	latin	print_degraded	tesseract	no	ocr_tesseract/0215.txt
216	95	0.521	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0216.txt
217	87	0.429	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0217.txt
218	110	0.613	latin	print_degraded	tesseract	no	ocr_tesseract/0218.txt
219	144	0.583	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0219.txt
220	134	0.583	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0220.txt
221	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0221.txt
222	24	0.463	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0222.txt
223	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0223.txt
224	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0224.txt
225	5586	0.927	latin	print	tesseract	no	ocr_tesseract/0225.txt
226	892	0.941	latin	print	tesseract	no	ocr_tesseract/0226.txt
227	1443	0.930	latin	print	tesseract	no	ocr_tesseract/0227.txt
228	7071	0.938	latin	print	tesseract	no	ocr_tesseract/0228.txt
229	13149	0.930	latin	print	tesseract	no	ocr_tesseract/0229.txt
230	3640	0.886	hebrew	print	tesseract	no	ocr_tesseract/0230.txt
231	3172	0.909	hebrew	print	tesseract	no	ocr_tesseract/0231.txt
232	5022	0.931	latin	print	tesseract	no	ocr_tesseract/0232.txt
233	358	0.903	latin	print	tesseract	no	ocr_tesseract/0233.txt
234	3154	0.941	latin	print	tesseract	no	ocr_tesseract/0234.txt
235	7402	0.924	latin	print	tesseract	no	ocr_tesseract/0235.txt
236	5788	0.942	latin	print	tesseract	no	ocr_tesseract/0236.txt
237	10045	0.926	latin	print	tesseract	no	ocr_tesseract/0237.txt
238	4980	0.929	latin	print	tesseract	no	ocr_tesseract/0238.txt
239	3362	0.941	latin	print	tesseract	no	ocr_tesseract/0239.txt
240	4408	0.942	latin	print	tesseract	no	ocr_tesseract/0240.txt
241	5228	0.910	latin	print	tesseract	no	ocr_tesseract/0241.txt
242	13310	0.936	latin	print	tesseract	no	ocr_tesseract/0242.txt
243	20562	0.938	latin	print	tesseract	no	ocr_tesseract/0243.txt
244	21955	0.940	latin	print	tesseract	no	ocr_tesseract/0244.txt
245	18598	0.938	latin	print	tesseract	no	ocr_tesseract/0245.txt
246	14702	0.928	latin	print	tesseract	no	ocr_tesseract/0246.txt
247	18104	0.918	latin	print	tesseract	no	ocr_tesseract/0247.txt
248	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0248.txt
249	1376	0.403	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0249.txt
250	295	0.642	mixed	print_degraded	tesseract	no	ocr_tesseract/0250.txt
251	1676	0.440	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0251.txt
252	1771	0.484	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0252.txt
