page_no	chars	conf	script	modality	engine	needs_escalation	text_file
6	208	0.452	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0006.txt
6	969	0.907	latin	print	tesseract	no	ocr_tesseract/0006.txt
6	1232	0.927	latin	print	tesseract	no	ocr_tesseract/0006.txt
6	1324	0.906	latin	print	tesseract	no	ocr_tesseract/0006.txt
6	1534	0.648	latin	print_degraded	tesseract	no	ocr_tesseract/0006.txt
6	3370	0.949	latin	print	tesseract	no	ocr_tesseract/0006.txt
7	0	0.000	latin	blank_or_image	tesseract	yes	ocr_tesseract/0007.txt
7	0	0.000	latin	blank_or_image	tesseract	yes	ocr_tesseract/0007.txt
7	992	0.954	latin	print	tesseract	no	ocr_tesseract/0007.txt
7	1025	0.894	latin	print	tesseract	no	ocr_tesseract/0007.txt
7	5899	0.918	latin	print	tesseract	no	ocr_tesseract/0007.txt
8	0	0.000	latin	blank_or_image	tesseract	yes	ocr_tesseract/0008.txt
8	728	0.911	latin	print	tesseract	no	ocr_tesseract/0008.txt
8	1098	0.851	latin	print	tesseract	no	ocr_tesseract/0008.txt
8	1641	0.573	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0008.txt
8	2265	0.736	latin	print_degraded	tesseract	no	ocr_tesseract/0008.txt
9	95	0.371	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0009.txt
9	1051	0.882	latin	print	tesseract	no	ocr_tesseract/0009.txt
9	1121	0.866	latin	print	tesseract	no	ocr_tesseract/0009.txt
9	4044	0.889	latin	print	tesseract	no	ocr_tesseract/0009.txt
10	178	0.541	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0010.txt
10	292	0.576	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0010.txt
10	1014	0.872	latin	print	tesseract	no	ocr_tesseract/0010.txt
10	3966	0.937	latin	print	tesseract	no	ocr_tesseract/0010.txt
11	0	0.000	latin	blank_or_image	tesseract	yes	ocr_tesseract/0011.txt
11	383	0.684	latin	print_degraded	tesseract	no	ocr_tesseract/0011.txt
11	1152	0.880	latin	print	tesseract	no	ocr_tesseract/0011.txt
11	1204	0.894	latin	print	tesseract	no	ocr_tesseract/0011.txt
12	0	0.000	latin	blank_or_image	tesseract	yes	ocr_tesseract/0012.txt
12	164	0.932	latin	print	tesseract	no	ocr_tesseract/0012.txt
12	274	0.567	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0012.txt
12	932	0.869	latin	print	tesseract	no	ocr_tesseract/0012.txt
13	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0013.txt
13	375	0.848	none	print	tesseract	no	ocr_tesseract/0013.txt
13	855	0.862	none	print	tesseract	no	ocr_tesseract/0013.txt
13	1955	0.892	none	print	tesseract	no	ocr_tesseract/0013.txt
14	774	0.955	latin	print	tesseract	no	ocr_tesseract/0014.txt
14	1149	0.950	latin	print	tesseract	no	ocr_tesseract/0014.txt
14	1465	0.822	latin	print	tesseract	no	ocr_tesseract/0014.txt
14	1628	0.909	latin	print	tesseract	no	ocr_tesseract/0014.txt
15	829	0.940	latin	print	tesseract	no	ocr_tesseract/0015.txt
15	1583	0.860	latin	print	tesseract	no	ocr_tesseract/0015.txt
15	1586	0.955	latin	print	tesseract	no	ocr_tesseract/0015.txt
16	472	0.742	latin	print_degraded	tesseract	no	ocr_tesseract/0016.txt
16	524	0.946	latin	print	tesseract	no	ocr_tesseract/0016.txt
16	778	0.935	latin	print	tesseract	no	ocr_tesseract/0016.txt
17	431	0.932	latin	print	tesseract	no	ocr_tesseract/0017.txt
17	982	0.923	latin	print	tesseract	no	ocr_tesseract/0017.txt
18	671	0.906	latin	print	tesseract	no	ocr_tesseract/0018.txt
18	791	0.951	latin	print	tesseract	no	ocr_tesseract/0018.txt
19	539	0.924	latin	print	tesseract	no	ocr_tesseract/0019.txt
19	586	0.574	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0019.txt
20	406	0.937	latin	print	tesseract	no	ocr_tesseract/0020.txt
20	438	0.922	latin	print	tesseract	no	ocr_tesseract/0020.txt
21	713	0.922	latin	print	tesseract	no	ocr_tesseract/0021.txt
21	1268	0.948	latin	print	tesseract	no	ocr_tesseract/0021.txt
22	264	0.819	latin	print	tesseract	no	ocr_tesseract/0022.txt
22	615	0.884	latin	print	tesseract	no	ocr_tesseract/0022.txt
23	736	0.923	latin	print	tesseract	no	ocr_tesseract/0023.txt
23	1436	0.932	latin	print	tesseract	no	ocr_tesseract/0023.txt
24	454	0.923	latin	print	tesseract	no	ocr_tesseract/0024.txt
24	989	0.920	latin	print	tesseract	no	ocr_tesseract/0024.txt
25	790	0.927	latin	print	tesseract	no	ocr_tesseract/0025.txt
25	2562	0.864	latin	print	tesseract	no	ocr_tesseract/0025.txt
26	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0026.txt
26	570	0.839	none	print	tesseract	no	ocr_tesseract/0026.txt
27	455	0.956	latin	print	tesseract	no	ocr_tesseract/0027.txt
27	1108	0.557	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0027.txt
28	240	0.868	latin	print	tesseract	no	ocr_tesseract/0028.txt
28	1361	0.890	latin	print	tesseract	no	ocr_tesseract/0028.txt
29	4102	0.801	latin	print	tesseract	no	ocr_tesseract/0029.txt
29	5000	0.936	latin	print	tesseract	no	ocr_tesseract/0029.txt
30	229	0.861	latin	print	tesseract	no	ocr_tesseract/0030.txt
30	4104	0.828	latin	print	tesseract	no	ocr_tesseract/0030.txt
31	0	0.000	latin	blank_or_image	tesseract	yes	ocr_tesseract/0031.txt
31	7449	0.883	latin	print	tesseract	no	ocr_tesseract/0031.txt
32	0	0.000	latin	blank_or_image	tesseract	yes	ocr_tesseract/0032.txt
32	11349	0.866	latin	print	tesseract	no	ocr_tesseract/0032.txt
33	535	0.727	latin	print_degraded	tesseract	no	ocr_tesseract/0033.txt
33	5184	0.871	latin	print	tesseract	no	ocr_tesseract/0033.txt
34	378	0.908	latin	print	tesseract	no	ocr_tesseract/0034.txt
34	5905	0.751	latin	print	tesseract	no	ocr_tesseract/0034.txt
35	0	0.000	latin	blank_or_image	tesseract	yes	ocr_tesseract/0035.txt
35	5475	0.784	latin	print	tesseract	no	ocr_tesseract/0035.txt
36	110	0.847	latin	print	tesseract	no	ocr_tesseract/0036.txt
37	1769	0.942	latin	print	tesseract	no	ocr_tesseract/0037.txt
38	132	0.756	latin	print	tesseract	no	ocr_tesseract/0038.txt
39	3908	0.882	latin	print	tesseract	no	ocr_tesseract/0039.txt
40	2584	0.823	latin	print	tesseract	no	ocr_tesseract/0040.txt
41	1078	0.873	latin	print	tesseract	no	ocr_tesseract/0041.txt
42	55	0.611	latin	print_degraded	tesseract	no	ocr_tesseract/0042.txt
43	7253	0.919	latin	print	tesseract	no	ocr_tesseract/0043.txt
44	9924	0.936	latin	print	tesseract	no	ocr_tesseract/0044.txt
45	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0045.txt
46	16	0.825	latin	print_degraded	tesseract	no	ocr_tesseract/0046.txt
47	2123	0.949	latin	print	tesseract	no	ocr_tesseract/0047.txt
48	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0048.txt
49	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0049.txt
50	3166	0.955	latin	print	tesseract	no	ocr_tesseract/0050.txt
51	3334	0.945	latin	print	tesseract	no	ocr_tesseract/0051.txt
52	2949	0.955	latin	print	tesseract	no	ocr_tesseract/0052.txt
53	95	0.492	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0053.txt
54	5967	0.916	latin	print	tesseract	no	ocr_tesseract/0054.txt
55	5194	0.894	latin	print	tesseract	no	ocr_tesseract/0055.txt
56	9587	0.831	latin	print	tesseract	no	ocr_tesseract/0056.txt
57	7024	0.826	latin	print	tesseract	no	ocr_tesseract/0057.txt
58	1959	0.927	latin	print	tesseract	no	ocr_tesseract/0058.txt
59	9684	0.894	latin	print	tesseract	no	ocr_tesseract/0059.txt
60	7344	0.904	latin	print	tesseract	no	ocr_tesseract/0060.txt
61	8569	0.895	latin	print	tesseract	no	ocr_tesseract/0061.txt
62	3715	0.956	latin	print	tesseract	no	ocr_tesseract/0062.txt
63	3579	0.956	latin	print	tesseract	no	ocr_tesseract/0063.txt
64	3434	0.954	latin	print	tesseract	no	ocr_tesseract/0064.txt
65	2975	0.953	latin	print	tesseract	no	ocr_tesseract/0065.txt
66	2268	0.958	latin	print	tesseract	no	ocr_tesseract/0066.txt
67	3098	0.956	latin	print	tesseract	no	ocr_tesseract/0067.txt
68	1764	0.953	latin	print	tesseract	no	ocr_tesseract/0068.txt
